"","miRNA","lncRNA"
"696","miR-129-5p","ERVK3-1"
"697","miR-129-5p","RP5-955M13.3"
"698","miR-130a-3p","RP11-363E7.4"
"699","miR-130a-3p","CTB-92J24.2"
"700","miR-130a-3p","RP11-290D2.4"
"701","miR-130a-3p","RP11-355O1.11"
"702","miR-130a-3p","CCAT1"
"703","miR-130a-3p","RP11-84C13.1"
"704","miR-130a-3p","AC135048.13"
"705","miR-130a-3p","LINC00116"
"706","miR-130a-3p","RP11-588K22.2"
"707","miR-130a-3p","XIST"
"708","miR-130a-3p","AC084219.4"
"709","miR-130a-3p","NUTM2A-AS1"
"710","miR-130a-3p","AC084018.1"
"711","miR-130a-3p","HOXD-AS1"
"712","miR-130a-3p","RP11-656D10.3"
"713","miR-130a-3p","RP1-178F10.3"
"714","miR-130a-3p","RP11-197P3.5"
"715","miR-130a-3p","CTA-204B4.6"
"716","miR-130a-3p","MAP3K14"
"717","miR-130a-3p","PRKCQ-AS1"
"718","miR-130a-3p","KCNQ1OT1"
"719","miR-130a-3p","RP11-361F15.2"
"720","miR-130a-3p","CTC-281B15.1"
"721","miR-130a-3p","LINC00667"
"722","miR-130a-3p","CTD-2369P2.2"
"723","miR-130a-3p","FGD5-AS1"
"724","miR-130a-3p","MIR17HG"
"725","miR-192-5p","RP11-170L3.8"
"726","miR-192-5p","XIST"
"727","miR-192-5p","RP11-216F19.2"
"728","miR-139-5p","RP11-21N3.1"
"729","miR-139-5p","SNHG3"
"730","miR-139-5p","AC009948.5"
"731","miR-139-5p","XIST"
"732","miR-139-5p","TTN-AS1"
"733","miR-139-5p","RP11-283C24.1"
"734","miR-139-5p","RP11-282O18.3"
"735","miR-139-5p","CTA-204B4.6"
"736","miR-139-5p","MAP3K14"
"737","miR-139-5p","CASP8AP2"
"738","miR-139-5p","AC084082.3"
"739","miR-139-5p","RP4-806M20.3"
"740","miR-139-5p","JRK"
"741","miR-139-5p","RP11-284M14.1"
"742","miR-326","RP11-104H15.7"
"743","miR-326","POLDIP2"
"744","miR-326","RP11-54O7.1"
"745","miR-326","AC096579.7"
"746","miR-326","SNHG3"
"747","miR-326","XIST"
"748","miR-326","SNHG1"
"749","miR-326","MAL2"
"750","miR-326","RPPH1"
"751","miR-326","C17orf76-AS1"
"752","miR-326","TP73-AS1"
"753","miR-326","RP11-66D17.5"
"754","miR-326","CTD-2270L9.5"
"755","miR-326","MAP3K14"
"756","miR-326","RP3-510O8.4"
"757","miR-326","RP13-507I23.1"
"758","miR-326","KCNQ1OT1"
"759","miR-326","SPON1"
"760","miR-326","NEFL"
"761","miR-708-5p","RP11-197N18.2"
"762","miR-708-5p","hsa-mir-151a"
"763","miR-708-5p","OIP5-AS1"
"764","miR-708-5p","CTD-2116N17.1"
"765","miR-708-5p","RP11-384K6.6"
"766","miR-708-5p","XIST"
"767","miR-708-5p","SLC37A4"
"768","miR-708-5p","LINC00665"
"769","miR-708-5p","CTB-96E2.3"
"770","miR-708-5p","CTD-3014M21.4"
"771","miR-708-5p","RP5-1043L13.1"
"772","miR-708-5p","RP11-365O16.6"
"773","miR-708-5p","RP11-467L20.9"
"774","miR-708-5p","JRK"
"775","miR-708-5p","DCP1A"
"776","miR-708-5p","TBC1D3P1-DHX40P1"
"777","miR-708-5p","MALAT1"
"778","miR-708-5p","RP11-18A3.4"
"779","miR-708-5p","ZNF518A"
"780","miR-34c-5p","AC112229.7"
"781","miR-34c-5p","RP11-54O7.1"
"782","miR-34c-5p","CTD-2245O6.1"
"783","miR-34c-5p","XIST"
"784","miR-34c-5p","CTD-3185P2.1"
"785","miR-34c-5p","PCBP1-AS1"
"786","miR-34c-5p","AC013268.5"
"787","miR-34c-5p","RP1-5O6.6"
"788","miR-34c-5p","CTC-444N24.8"
"789","miR-34c-5p","HCG18"
"790","miR-34c-5p","CASP8AP2"
"791","miR-34c-5p","C11orf95"
"792","miR-34c-5p","RP11-20G6.3"
"793","miR-34c-5p","KCNQ1OT1"
"794","miR-34c-5p","SNHG7"
"795","miR-34c-5p","CTC-487M23.5"
"796","miR-34c-5p","GNAS-AS1"
"797","miR-34c-5p","DCP1A"
"798","miR-34c-5p","LINC00667"
"799","miR-34c-5p","RP11-216F19.2"
"800","miR-34c-5p","RP11-6N17.9"
"801","miR-34c-5p","ERVK3-1"
"802","miR-125b-5p","HNRNPU-AS1"
"803","miR-125b-5p","CTC-338M12.2"
"804","miR-125b-5p","RP11-29G8.3"
"805","miR-125b-5p","RP11-473M20.16"
"806","miR-125b-5p","XIST"
"807","miR-125b-5p","RP11-298I3.1"
"808","miR-125b-5p","RP11-77H9.2"
"809","miR-125b-5p","KCNQ1OT1"
"810","miR-125b-5p","CTC-273B12.8"
"811","let-7a-5p","TTTY15"
"812","let-7a-5p","AC074117.10"
"813","let-7a-5p","hsa-mir-6080"
"814","let-7a-5p","SNHG16"
"815","let-7a-5p","SCARNA10"
"816","let-7a-5p","RP11-282O18.6"
"817","let-7a-5p","XIST"
"818","let-7a-5p","MIR4720"
"819","let-7a-5p","NUTM2A-AS1"
"820","let-7a-5p","MAL2"
"821","let-7a-5p","RP11-819C21.1"
"822","let-7a-5p","RP11-492E3.1"
"823","let-7a-5p","LINC00665"
"824","let-7a-5p","CTD-2270L9.5"
"825","let-7a-5p","CTA-204B4.6"
"826","let-7a-5p","RP11-277P12.20"
"827","let-7a-5p","RP11-473I1.10"
"828","let-7a-5p","RP13-507I23.1"
"829","let-7a-5p","RP11-264B17.3"
"830","let-7a-5p","RP11-834C11.4"
"831","let-7a-5p","CASP8AP2"
"832","let-7a-5p","LINC00263"
"833","let-7a-5p","KCNQ1OT1"
"834","let-7a-5p","RP11-457M11.2"
"835","let-7a-5p","ZNF518A"
"836","let-7a-5p","UBXN8"
"837","let-7a-5p","XXbac-BPG300A18.13"
"838","miR-100-5p","RP11-169K16.9"
"839","miR-3167","RP11-175O19.4"
"840","miR-3167","RP11-290D2.4"
"841","miR-3167","MCM3AP-AS1"
"842","miR-3167","FBXL19-AS1"
"843","miR-3167","XIST"
"844","miR-3167","AC074286.1"
"845","miR-3167","RP11-446H18.3"
"846","miR-3167","RP6-24A23.7"
"847","miR-3167","RP11-973H7.2"
"848","miR-3167","GAS5"
"849","miR-3167","RP4-806M20.3"
"850","miR-3167","KCNQ1OT1"
"851","miR-3167","JRK"
"852","miR-3167","MALAT1"
"853","miR-200c-3p","OIP5-AS1"
"854","miR-200c-3p","XIST"
"855","miR-200c-3p","RP11-1134I14.8"
"856","miR-200c-3p","SCAMP1"
"857","miR-200c-3p","RP11-145M9.4"
"858","miR-200c-3p","CTD-3185P2.1"
"859","miR-200c-3p","RP6-24A23.7"
"860","miR-200c-3p","RP11-91G21.2"
"861","miR-200c-3p","CTD-2630F21.1"
"862","miR-200c-3p","RP11-473I1.10"
"863","miR-200c-3p","RP13-507I23.1"
"864","miR-200c-3p","RP11-429J17.7"
"865","miR-200c-3p","RP4-773N10.5"
"866","miR-200c-3p","CWC15"
"867","miR-200c-3p","MALAT1"
"868","miR-200c-3p","LINC00667"
"869","miR-200c-3p","PPP1R9B"
"870","miR-200c-3p","ZNF518A"
"871","miR-141-3p","OIP5-AS1"
"872","miR-141-3p","SNHG16"
"873","miR-141-3p","XIST"
"874","miR-141-3p","SEC22B"
"875","miR-141-3p","C17orf76-AS1"
"876","miR-141-3p","TP73-AS1"
"877","miR-141-3p","SNHG15"
"878","miR-141-3p","RP11-469M7.1"
"879","miR-141-3p","LA16c-306E5.2"
"880","miR-141-3p","AC010729.1"
"881","miR-141-3p","TMEM161B-AS1"
"882","miR-141-3p","RP11-13N13.2"
"883","miR-141-3p","MALAT1"
"884","miR-141-3p","CTC-444N24.11"
"885","miR-141-3p","TRAF3IP2-AS1"
"886","miR-613","RP11-331F9.10"
"887","miR-613","HNRNPU-AS1"
"888","miR-613","SENP3-EIF4A1"
"889","miR-613","GS1-251I9.4"
"890","miR-613","SEC22B"
"891","miR-613","CTA-204B4.6"
"892","miR-613","RP11-498C9.15"
"893","miR-613","COX10-AS1"
"894","miR-613","LINC00641"
"895","miR-613","CWC15"
"896","miR-613","MALAT1"
"897","miR-613","RP11-46A10.5"
"898","miR-196a-5p","hsa-mir-6080"
"899","miR-196a-5p","SNHG16"
"900","miR-196a-5p","GS1-358P8.4"
"901","miR-196a-5p","SNHG3"
"902","miR-196a-5p","XIST"
"903","miR-196a-5p","H19"
"904","miR-196a-5p","CTD-2037K23.2"
"905","miR-196a-5p","HOXA-AS4"
"906","miR-196a-5p","CTA-204B4.6"
"907","miR-196a-5p","GAS5"
"908","miR-196a-5p","TUG1"
"909","miR-196a-5p","RP11-20G6.3"
"910","miR-196a-5p","RP11-342K6.1"
"911","miR-196a-5p","ZNF518A"
"912","miR-196a-5p","KB-431C1.4"
"913","miR-196a-5p","FGD5-AS1"
"914","miR-196a-5p","UBXN8"
"915","miR-615-3p","LINC00657"
"916","miR-615-3p","XIST"
"917","miR-615-3p","LA16c-306E5.2"
"918","miR-615-3p","AP000721.4"
"919","miR-615-3p","HOTTIP"
"920","miR-615-3p","CTD-2651B20.7"
"921","miR-148b-3p","CCAT1"
"922","miR-148b-3p","RP11-84C13.1"
"923","miR-148b-3p","RP11-54O7.1"
"924","miR-148b-3p","XIST"
"925","miR-148b-3p","NUTM2A-AS1"
"926","miR-148b-3p","RP11-977G19.5"
"927","miR-148b-3p","AC084018.1"
"928","miR-148b-3p","HOTAIR"
"929","miR-148b-3p","RP11-656D10.3"
"930","miR-148b-3p","RP1-5O6.6"
"931","miR-148b-3p","CTA-204B4.6"
"932","miR-148b-3p","CTC-503J8.6"
"933","miR-148b-3p","HCG18"
"934","miR-148b-3p","RP11-773D16.1"
"935","miR-148b-3p","KCNQ1OT1"
"936","miR-148b-3p","HOTAIRM1"
"937","miR-148b-3p","DCP1A"
"938","miR-148b-3p","LINC00667"
"939","miR-148b-3p","PPP1R9B"
"940","miR-148b-3p","RP11-46A10.5"
"941","miR-148b-3p","RP11-216F19.2"
"942","miR-26a-5p","RP11-175O19.4"
"943","miR-26a-5p","LINC00847"
"944","miR-26a-5p","LINC00657"
"945","miR-26a-5p","hsa-mir-6080"
"946","miR-26a-5p","RP11-105N13.4"
"947","miR-26a-5p","HNRNPU-AS1"
"948","miR-26a-5p","XXbac-B461K10.4"
"949","miR-26a-5p","AL589743.1"
"950","miR-26a-5p","OIP5-AS1"
"951","miR-26a-5p","SNHG5"
"952","miR-26a-5p","CTD-2555O16.2"
"953","miR-26a-5p","RP11-478C19.2"
"954","miR-26a-5p","WASIR2"
"955","miR-26a-5p","MIR4720"
"956","miR-26a-5p","RP11-738E22.2"
"957","miR-26a-5p","DLGAP1-AS1"
"958","miR-26a-5p","SCAMP1"
"959","miR-26a-5p","RP11-282O18.3"
"960","miR-26a-5p","RP6-24A23.7"
"961","miR-26a-5p","LINC00205"
"962","miR-26a-5p","ZNF718"
"963","miR-26a-5p","RP11-473I1.10"
"964","miR-26a-5p","GAS5"
"965","miR-26a-5p","LINC00240"
"966","miR-26a-5p","SETD5-AS1"
"967","miR-26a-5p","CWC15"
"968","miR-26a-5p","AC005082.12"
"969","miR-26a-5p","MALAT1"
"970","miR-26a-5p","RP11-78O7.2"
"971","miR-26a-5p","NEFL"
"972","miR-26a-5p","RP5-1172N10.3"
"973","miR-26a-5p","HCG11"
"974","miR-26a-5p","SNHG6"
"975","let-7i-5p","TTTY15"
"976","let-7i-5p","AC074117.10"
"977","let-7i-5p","hsa-mir-6080"
"978","let-7i-5p","SNHG16"
"979","let-7i-5p","SCARNA10"
"980","let-7i-5p","RP11-282O18.6"
"981","let-7i-5p","XIST"
"982","let-7i-5p","MIR4720"
"983","let-7i-5p","NUTM2A-AS1"
"984","let-7i-5p","MAL2"
"985","let-7i-5p","RP11-819C21.1"
"986","let-7i-5p","RP11-492E3.1"
"987","let-7i-5p","LINC00665"
"988","let-7i-5p","CTD-2270L9.5"
"989","let-7i-5p","CTA-204B4.6"
"990","let-7i-5p","RP11-277P12.20"
"991","let-7i-5p","RP11-473I1.10"
"992","let-7i-5p","RP13-507I23.1"
"993","let-7i-5p","RP11-264B17.3"
"994","let-7i-5p","RP11-834C11.4"
"995","let-7i-5p","CASP8AP2"
"996","let-7i-5p","LINC00263"
"997","let-7i-5p","KCNQ1OT1"
"998","let-7i-5p","RP11-457M11.2"
"999","let-7i-5p","ZNF518A"
"1000","let-7i-5p","UBXN8"
"1001","let-7i-5p","XXbac-BPG300A18.13"
"1002","miR-135a-5p","RP11-303E16.2"
"1003","miR-135a-5p","RP11-109M17.2"
"1004","miR-135a-5p","HNRNPU-AS1"
"1005","miR-135a-5p","SNHG3"
"1006","miR-135a-5p","CTB-89H12.4"
"1007","miR-135a-5p","XIST"
"1008","miR-135a-5p","RP4-671G15.3"
"1009","miR-135a-5p","ZNF718"
"1010","miR-135a-5p","CTA-204B4.6"
"1011","miR-135a-5p","CTC-444N24.8"
"1012","miR-135a-5p","LA16c-306E5.2"
"1013","miR-135a-5p","RP11-315C6.3"
"1014","miR-135a-5p","RP11-973H7.2"
"1015","miR-135a-5p","RP11-342K6.1"
"1016","miR-135a-5p","DCP1A"
"1017","miR-135a-5p","MALAT1"
"1018","miR-320d","RP11-54O7.3"
"1019","miR-320d","RP11-303E16.2"
"1020","miR-320d","hsa-mir-6080"
"1021","miR-320d","DYX1C1-CCPG1"
"1022","miR-320d","OIP5-AS1"
"1023","miR-320d","SNHG12"
"1024","miR-320d","SPPL2B"
"1025","miR-320d","XIST"
"1026","miR-320d","RP1-228H13.5"
"1027","miR-320d","RP11-400F19.8"
"1028","miR-320d","LINC00680"
"1029","miR-320d","RP11-66D17.5"
"1030","miR-320d","CTA-204B4.6"
"1031","miR-320d","AC104389.28"
"1032","miR-320d","HCG18"
"1033","miR-320d","RP11-342K6.1"
"1034","miR-320d","LINC00641"
"1035","miR-320d","RP11-361F15.2"
"1036","miR-320d","AC093323.3"
"1037","miR-320d","DCP1A"
"1038","miR-320d","MALAT1"
"1039","miR-320d","NEAT1"
"1040","miR-320d","FGD5-AS1"
"1041","miR-320d","ILF3-AS1"
"1042","miR-320d","hsa-mir-146a"
"1043","miR-16-5p","RP11-543D5.2"
"1044","miR-16-5p","SNHG16"
"1045","miR-16-5p","RP11-869B15.1"
"1046","miR-16-5p","AC074093.1"
"1047","miR-16-5p","XIST"
"1048","miR-16-5p","RP11-549J18.1"
"1049","miR-16-5p","SENP3-EIF4A1"
"1050","miR-16-5p","CTC-228N24.3"
"1051","miR-16-5p","AC084219.4"
"1052","miR-16-5p","LINC00094"
"1053","miR-16-5p","RP11-403I13.4"
"1054","miR-16-5p","ZNRD1-AS1"
"1055","miR-16-5p","RP11-91G21.2"
"1056","miR-16-5p","RP11-379K17.11"
"1057","miR-16-5p","AC108142.1"
"1058","miR-16-5p","HCG17"
"1059","miR-16-5p","C1RL-AS1"
"1060","miR-16-5p","AP000721.4"
"1061","miR-16-5p","RP11-96D1.10"
"1062","miR-16-5p","RP3-341D10.4"
"1063","miR-16-5p","RP11-983P16.4"
"1064","miR-16-5p","AC113189.5"
"1065","miR-16-5p","RP11-467L20.9"
"1066","miR-16-5p","RP11-361F15.2"
"1067","miR-16-5p","DCP1A"
"1068","miR-16-5p","AC016629.8"
"1069","miR-16-5p","CTC-444N24.11"
"1070","miR-16-5p","LINC00176"
"1071","miR-16-5p","RP11-27I1.2"
"1072","miR-16-5p","XXbac-B461K10.4"
"1073","miR-16-5p","LINC00339"
"1074","miR-16-5p","RP11-54O7.1"
"1075","miR-16-5p","MCM3AP-AS1"
"1076","miR-16-5p","RP5-1180C10.2"
"1077","miR-16-5p","RP11-277L2.2"
"1078","miR-16-5p","RP11-60I3.5"
"1079","miR-16-5p","AP001065.2"
"1080","miR-16-5p","RP11-21N3.1"
"1081","miR-16-5p","GS1-358P8.4"
"1082","miR-16-5p","SNHG12"
"1083","miR-16-5p","SPPL2B"
"1084","miR-16-5p","CTB-89H12.4"
"1085","miR-16-5p","SNHG1"
"1086","miR-16-5p","NUTM2A-AS1"
"1087","miR-16-5p","TTN-AS1"
"1088","miR-16-5p","RP11-244H3.1"
"1089","miR-16-5p","RP11-474P12.5"
"1090","miR-16-5p","SLC37A4"
"1091","miR-16-5p","SEMA3B"
"1092","miR-16-5p","PDXDC2P"
"1093","miR-16-5p","RP11-282K24.3"
"1094","miR-16-5p","RP11-923I11.1"
"1095","miR-16-5p","RP6-24A23.7"
"1096","miR-16-5p","LINC00649"
"1097","miR-16-5p","CTA-204B4.6"
"1098","miR-16-5p","AC090587.2"
"1099","miR-16-5p","RP11-690G19.3"
"1100","miR-16-5p","RP11-2C24.4"
"1101","miR-16-5p","HCG18"
"1102","miR-16-5p","RP11-383J24.5"
"1103","miR-16-5p","RP3-486L4.3"
"1104","miR-16-5p","RP11-43D2.6"
"1105","miR-16-5p","RP11-773D16.1"
"1106","miR-16-5p","RP4-773N10.5"
"1107","miR-16-5p","LINC00662"
"1108","miR-16-5p","LL22NC03-N27C7.1"
"1109","miR-16-5p","CWC15"
"1110","miR-16-5p","RP11-18A3.4"
"1111","miR-16-5p","XXbac-BPG32J3.20"
"1112","miR-16-5p","RP11-216F19.2"
"1113","miR-16-5p","FGD5-AS1"
"1114","miR-16-5p","LINC00473"
"1115","miR-16-5p","RP11-329L6.1"
"1116","miR-16-5p","AC005537.2"
"1117","miR-15a-5p","RP11-543D5.2"
"1118","miR-15a-5p","SNHG16"
"1119","miR-15a-5p","RP11-869B15.1"
"1120","miR-15a-5p","AC074093.1"
"1121","miR-15a-5p","XIST"
"1122","miR-15a-5p","RP11-549J18.1"
"1123","miR-15a-5p","SENP3-EIF4A1"
"1124","miR-15a-5p","CTC-228N24.3"
"1125","miR-15a-5p","AC084219.4"
"1126","miR-15a-5p","LINC00094"
"1127","miR-15a-5p","RP11-403I13.4"
"1128","miR-15a-5p","ZNRD1-AS1"
"1129","miR-15a-5p","RP11-91G21.2"
"1130","miR-15a-5p","RP11-379K17.11"
"1131","miR-15a-5p","AC108142.1"
"1132","miR-15a-5p","HCG17"
"1133","miR-15a-5p","C1RL-AS1"
"1134","miR-15a-5p","AP000721.4"
"1135","miR-15a-5p","RP3-341D10.4"
"1136","miR-15a-5p","RP11-983P16.4"
"1137","miR-15a-5p","AC113189.5"
"1138","miR-15a-5p","RP11-467L20.9"
"1139","miR-15a-5p","RP11-361F15.2"
"1140","miR-15a-5p","DCP1A"
"1141","miR-15a-5p","AC016629.8"
"1142","miR-15a-5p","CTC-444N24.11"
"1143","miR-15a-5p","LINC00176"
"1144","miR-15a-5p","RP11-27I1.2"
"1145","miR-15a-5p","XXbac-B461K10.4"
"1146","miR-15a-5p","RP11-54O7.1"
"1147","miR-15a-5p","LINC00339"
"1148","miR-15a-5p","MCM3AP-AS1"
"1149","miR-15a-5p","RP5-1180C10.2"
"1150","miR-15a-5p","RP11-277L2.2"
"1151","miR-15a-5p","RP11-60I3.5"
"1152","miR-15a-5p","AP001065.2"
"1153","miR-15a-5p","RP11-21N3.1"
"1154","miR-15a-5p","GS1-358P8.4"
"1155","miR-15a-5p","SNHG12"
"1156","miR-15a-5p","CTB-89H12.4"
"1157","miR-15a-5p","SPPL2B"
"1158","miR-15a-5p","SNHG1"
"1159","miR-15a-5p","NUTM2A-AS1"
"1160","miR-15a-5p","TTN-AS1"
"1161","miR-15a-5p","RP11-244H3.1"
"1162","miR-15a-5p","RP11-474P12.5"
"1163","miR-15a-5p","SEMA3B"
"1164","miR-15a-5p","SLC37A4"
"1165","miR-15a-5p","PDXDC2P"
"1166","miR-15a-5p","RP11-923I11.1"
"1167","miR-15a-5p","RP11-282K24.3"
"1168","miR-15a-5p","RP6-24A23.7"
"1169","miR-15a-5p","LINC00649"
"1170","miR-15a-5p","CTA-204B4.6"
"1171","miR-15a-5p","AC090587.2"
"1172","miR-15a-5p","RP11-690G19.3"
"1173","miR-15a-5p","RP11-383J24.5"
"1174","miR-15a-5p","HCG18"
"1175","miR-15a-5p","RP11-2C24.4"
"1176","miR-15a-5p","RP3-486L4.3"
"1177","miR-15a-5p","RP11-43D2.6"
"1178","miR-15a-5p","RP11-773D16.1"
"1179","miR-15a-5p","RP4-773N10.5"
"1180","miR-15a-5p","LINC00662"
"1181","miR-15a-5p","LL22NC03-N27C7.1"
"1182","miR-15a-5p","CWC15"
"1183","miR-15a-5p","RP11-18A3.4"
"1184","miR-15a-5p","XXbac-BPG32J3.20"
"1185","miR-15a-5p","RP11-216F19.2"
"1186","miR-15a-5p","LINC00473"
"1187","miR-15a-5p","FGD5-AS1"
"1188","miR-15a-5p","RP11-329L6.1"
"1189","miR-15a-5p","AC005537.2"
"1190","miR-1297","LINC00847"
"1191","miR-1297","LINC00657"
"1192","miR-1297","HNRNPU-AS1"
"1193","miR-1297","AL589743.1"
"1194","miR-1297","OIP5-AS1"
"1195","miR-1297","WASIR2"
"1196","miR-1297","MIR4720"
"1197","miR-1297","RP11-738E22.2"
"1198","miR-1297","RP11-282O18.3"
"1199","miR-1297","LINC00205"
"1200","miR-1297","GAS5"
"1201","miR-1297","AC005082.12"
"1202","miR-1297","RP11-175O19.4"
"1203","miR-1297","hsa-mir-6080"
"1204","miR-1297","XXbac-B461K10.4"
"1205","miR-1297","SNHG5"
"1206","miR-1297","CTD-2555O16.2"
"1207","miR-1297","RP11-478C19.2"
"1208","miR-1297","DLGAP1-AS1"
"1209","miR-1297","SCAMP1"
"1210","miR-1297","RP6-24A23.7"
"1211","miR-1297","RP11-473I1.10"
"1212","miR-1297","LINC00240"
"1213","miR-1297","SETD5-AS1"
"1214","miR-1297","CWC15"
"1215","miR-1297","MALAT1"
"1216","miR-1297","RP11-78O7.2"
"1217","miR-1297","NEFL"
"1218","miR-1297","RP5-1172N10.3"
"1219","miR-1297","HCG11"
"1220","miR-1297","SNHG6"
"1221","miR-4500","TTTY15"
"1222","miR-4500","AC074117.10"
"1223","miR-4500","SNHG16"
"1224","miR-4500","XIST"
"1225","miR-4500","MIR4720"
"1226","miR-4500","MAL2"
"1227","miR-4500","RP13-507I23.1"
"1228","miR-4500","RP11-264B17.3"
"1229","miR-4500","RP11-834C11.4"
"1230","miR-4500","CASP8AP2"
"1231","miR-4500","LINC00263"
"1232","miR-4500","KCNQ1OT1"
"1233","miR-4500","XXbac-BPG300A18.13"
"1234","miR-4500","hsa-mir-6080"
"1235","miR-4500","SCARNA10"
"1236","miR-4500","RP11-282O18.6"
"1237","miR-4500","NUTM2A-AS1"
"1238","miR-4500","RP11-819C21.1"
"1239","miR-4500","RP11-492E3.1"
"1240","miR-4500","LINC00665"
"1241","miR-4500","CTD-2270L9.5"
"1242","miR-4500","CTA-204B4.6"
"1243","miR-4500","RP11-473I1.10"
"1244","miR-4500","RP11-457M11.2"
"1245","miR-4500","ZNF518A"
"1246","miR-4500","UBXN8"
"1247","miR-17-5p","LINC00657"
"1248","miR-17-5p","RP11-392M18.5"
"1249","miR-17-5p","RP11-355O1.11"
"1250","miR-17-5p","LINC00116"
"1251","miR-17-5p","RP11-50E11.3"
"1252","miR-17-5p","RP11-102F4.3"
"1253","miR-17-5p","SNHG16"
"1254","miR-17-5p","RP11-29G8.3"
"1255","miR-17-5p","XIST"
"1256","miR-17-5p","H19"
"1257","miR-17-5p","MIR4720"
"1258","miR-17-5p","AC084219.4"
"1259","miR-17-5p","RP11-145M9.4"
"1260","miR-17-5p","EPB41L4A-AS1"
"1261","miR-17-5p","ZNRD1-AS1"
"1262","miR-17-5p","RP11-379K17.11"
"1263","miR-17-5p","MAP3K14"
"1264","miR-17-5p","RP11-315C6.3"
"1265","miR-17-5p","C11orf95"
"1266","miR-17-5p","RP11-361F15.2"
"1267","miR-17-5p","CTC-444N24.11"
"1268","miR-17-5p","RP11-363E7.4"
"1269","miR-17-5p","RP11-226L15.5"
"1270","miR-17-5p","hsa-mir-6080"
"1271","miR-17-5p","GS1-358P8.4"
"1272","miR-17-5p","RP11-44F14.11"
"1273","miR-17-5p","CTB-89H12.4"
"1274","miR-17-5p","SCAMP1"
"1275","miR-17-5p","HOXD-AS1"
"1276","miR-17-5p","HOTAIR"
"1277","miR-17-5p","RP5-1024G6.8"
"1278","miR-17-5p","ZNF718"
"1279","miR-17-5p","CTA-204B4.6"
"1280","miR-17-5p","RP11-973H7.2"
"1281","miR-17-5p","HCG18"
"1282","miR-17-5p","RP4-773N10.5"
"1283","miR-17-5p","CTC-281B15.1"
"1284","miR-17-5p","MALAT1"
"1285","miR-17-5p","ZNF518A"
"1286","miR-17-5p","FGD5-AS1"
"1287","miR-17-5p","CTD-2377D24.6"
"1288","miR-18a-5p","POLDIP2"
"1289","miR-18a-5p","RP11-311C24.1"
"1290","miR-18a-5p","OIP5-AS1"
"1291","miR-18a-5p","RP11-170L3.8"
"1292","miR-18a-5p","XIST"
"1293","miR-18a-5p","RP11-379K17.11"
"1294","miR-18a-5p","RP11-498C9.15"
"1295","miR-18a-5p","GAS5"
"1296","miR-18a-5p","RP11-834C11.4"
"1297","miR-18a-5p","GS1-358P8.4"
"1298","miR-18a-5p","SNHG1"
"1299","miR-18a-5p","RECQL4"
"1300","miR-18a-5p","RP11-553L6.5"
"1301","miR-18a-5p","RP6-24A23.7"
"1302","miR-18a-5p","SNHG15"
"1303","miR-18a-5p","hsa-mir-212"
"1304","miR-18a-5p","LINC00467"
"1305","miR-18a-5p","RP1-37E16.12"
"1306","miR-18a-5p","AF011889.5"
"1307","miR-18a-5p","CASC2"
"1308","miR-19a-3p","RP11-290D2.4"
"1309","miR-19a-3p","RP11-355O1.11"
"1310","miR-19a-3p","RP11-399K21.11"
"1311","miR-19a-3p","RP11-588K22.2"
"1312","miR-19a-3p","RP11-170L3.8"
"1313","miR-19a-3p","XIST"
"1314","miR-19a-3p","AC079767.4"
"1315","miR-19a-3p","LINC00094"
"1316","miR-19a-3p","RP11-197P3.5"
"1317","miR-19a-3p","MAP3K14"
"1318","miR-19a-3p","KCNQ1OT1"
"1319","miR-19a-3p","LINC00338"
"1320","miR-19a-3p","RP11-115C21.2"
"1321","miR-19a-3p","RP11-363E7.4"
"1322","miR-19a-3p","CTB-92J24.2"
"1323","miR-19a-3p","AC005307.3"
"1324","miR-19a-3p","RP11-84C13.1"
"1325","miR-19a-3p","AC135048.13"
"1326","miR-19a-3p","CTB-50L17.7"
"1327","miR-19a-3p","XXbac-B461K10.4"
"1328","miR-19a-3p","MCM3AP-AS1"
"1329","miR-19a-3p","CTB-89H12.4"
"1330","miR-19a-3p","HOXD-AS1"
"1331","miR-19a-3p","RP11-819C21.1"
"1332","miR-19a-3p","RP1-178F10.3"
"1333","miR-19a-3p","ZNF718"
"1334","miR-19a-3p","CTA-204B4.6"
"1335","miR-19a-3p","PRKCQ-AS1"
"1336","miR-19a-3p","RP11-46C20.1"
"1337","miR-19a-3p","RP11-758M4.4"
"1338","miR-19a-3p","RP11-363G2.4"
"1339","miR-19a-3p","LINC00667"
"1340","miR-19a-3p","CTD-2369P2.2"
"1341","miR-19a-3p","ZNF518A"
"1342","miR-19a-3p","FGD5-AS1"
"1343","miR-19a-3p","CTC-479C5.16"
"1344","miR-20a-5p","LINC00657"
"1345","miR-20a-5p","RP11-392M18.5"
"1346","miR-20a-5p","RP11-355O1.11"
"1347","miR-20a-5p","LINC00116"
"1348","miR-20a-5p","RP11-50E11.3"
"1349","miR-20a-5p","RP11-102F4.3"
"1350","miR-20a-5p","SNHG16"
"1351","miR-20a-5p","RP11-29G8.3"
"1352","miR-20a-5p","XIST"
"1353","miR-20a-5p","H19"
"1354","miR-20a-5p","MIR4720"
"1355","miR-20a-5p","AC084219.4"
"1356","miR-20a-5p","RP11-145M9.4"
"1357","miR-20a-5p","EPB41L4A-AS1"
"1358","miR-20a-5p","ZNRD1-AS1"
