"","miRNA","lncRNA"
"1723","miR-3167","RP11-973H7.2"
"1724","miR-3167","GAS5"
"1725","miR-3167","CROCCP2"
"1726","miR-3167","RP4-806M20.3"
"1727","miR-3167","KCNQ1OT1"
"1728","miR-3167","JRK"
"1729","miR-3167","MALAT1"
"1730","miR-3167","RP11-718G2.3"
"1731","miR-3167","LINC00689"
"1732","miR-3167","LINC00707"
"1733","miR-200c-3p","CTB-92J24.2"
"1734","miR-200c-3p","AC005154.5"
"1735","miR-200c-3p","OIP5-AS1"
"1736","miR-200c-3p","RP11-277L2.2"
"1737","miR-200c-3p","RP11-690D19.3"
"1738","miR-200c-3p","XIST"
"1739","miR-200c-3p","RP11-1134I14.8"
"1740","miR-200c-3p","SCAMP1"
"1741","miR-200c-3p","RP11-145M9.4"
"1742","miR-200c-3p","MAPKAPK5-AS1"
"1743","miR-200c-3p","RP11-379K17.4"
"1744","miR-200c-3p","CTD-3185P2.1"
"1745","miR-200c-3p","MATN1-AS1"
"1746","miR-200c-3p","RP6-24A23.7"
"1747","miR-200c-3p","RP11-403I13.4"
"1748","miR-200c-3p","RP11-91G21.2"
"1749","miR-200c-3p","CTA-204B4.6"
"1750","miR-200c-3p","CTD-2630F21.1"
"1751","miR-200c-3p","RP11-473I1.10"
"1752","miR-200c-3p","RP13-507I23.1"
"1753","miR-200c-3p","RP11-18F14.2"
"1754","miR-200c-3p","RP11-214C8.5"
"1755","miR-200c-3p","CTD-3099C6.9"
"1756","miR-200c-3p","RP11-429J17.7"
"1757","miR-200c-3p","C11orf95"
"1758","miR-200c-3p","RP4-773N10.5"
"1759","miR-200c-3p","RP5-1085F17.3"
"1760","miR-200c-3p","LINC00641"
"1761","miR-200c-3p","RP11-361F15.2"
"1762","miR-200c-3p","CWC15"
"1763","miR-200c-3p","MALAT1"
"1764","miR-200c-3p","LINC00667"
"1765","miR-200c-3p","PPP1R9B"
"1766","miR-200c-3p","ZNF518A"
"1767","miR-200c-3p","RP11-305E6.4"
"1768","miR-200c-3p","AC005154.6"
"1769","miR-200c-3p","UBXN8"
"1770","miR-141-3p","RP11-106M3.2"
"1771","miR-141-3p","DYX1C1-CCPG1"
"1772","miR-141-3p","OIP5-AS1"
"1773","miR-141-3p","RP11-793H13.8"
"1774","miR-141-3p","U47924.19"
"1775","miR-141-3p","SNHG16"
"1776","miR-141-3p","CTBP1-AS1"
"1777","miR-141-3p","RP11-220I1.1"
"1778","miR-141-3p","RP1-283E3.8"
"1779","miR-141-3p","XIST"
"1780","miR-141-3p","RP5-890O3.9"
"1781","miR-141-3p","AC003665.1"
"1782","miR-141-3p","EMG1"
"1783","miR-141-3p","SEC22B"
"1784","miR-141-3p","C17orf76-AS1"
"1785","miR-141-3p","TP73-AS1"
"1786","miR-141-3p","SNHG15"
"1787","miR-141-3p","RP11-469M7.1"
"1788","miR-141-3p","PINK1-AS"
"1789","miR-141-3p","LA16c-306E5.2"
"1790","miR-141-3p","RP11-33N16.3"
"1791","miR-141-3p","RP11-203J24.9"
"1792","miR-141-3p","AC010729.1"
"1793","miR-141-3p","TMEM161B-AS1"
"1794","miR-141-3p","RP11-13N13.2"
"1795","miR-141-3p","DLX6-AS1"
"1796","miR-141-3p","RP11-539I5.1"
"1797","miR-141-3p","LINC00661"
"1798","miR-141-3p","AC016629.8"
"1799","miR-141-3p","MALAT1"
"1800","miR-141-3p","CTC-444N24.11"
"1801","miR-141-3p","LINC00319"
"1802","miR-141-3p","TRAF3IP2-AS1"
"1803","miR-141-3p","AD000090.2"
"1804","miR-613","RP11-331F9.10"
"1805","miR-613","AC135048.13"
"1806","miR-613","HNRNPU-AS1"
"1807","miR-613","RP11-311C24.1"
"1808","miR-613","RP5-1180C10.2"
"1809","miR-613","RP11-277L2.2"
"1810","miR-613","RP11-902B17.1"
"1811","miR-613","SENP3-EIF4A1"
"1812","miR-613","GS1-251I9.4"
"1813","miR-613","AC005562.1"
"1814","miR-613","AC084219.4"
"1815","miR-613","NUTM2A-AS1"
"1816","miR-613","SEC22B"
"1817","miR-613","RP11-403I13.4"
"1818","miR-613","SNHG14"
"1819","miR-613","HOTAIR"
"1820","miR-613","CTA-204B4.6"
"1821","miR-613","RP11-498C9.15"
"1822","miR-613","COX10-AS1"
"1823","miR-613","RP11-701H24.4"
"1824","miR-613","RP11-506M13.3"
"1825","miR-613","RP11-421L21.3"
"1826","miR-613","LINC00482"
"1827","miR-613","LINC00242"
"1828","miR-613","LINC00641"
"1829","miR-613","AL022344.4"
"1830","miR-613","CWC15"
"1831","miR-613","FLI1-AS1"
"1832","miR-613","MALAT1"
"1833","miR-613","RP11-46A10.5"
"1834","miR-613","RP11-216F19.2"
"1835","miR-613","AC012146.7"
"1836","miR-613","LINC00707"
"1837","miR-196a-5p","RP11-226L15.5"
"1838","miR-196a-5p","hsa-mir-6080"
"1839","miR-196a-5p","SNHG16"
"1840","miR-196a-5p","GS1-358P8.4"
"1841","miR-196a-5p","SNHG3"
"1842","miR-196a-5p","XIST"
"1843","miR-196a-5p","H19"
"1844","miR-196a-5p","LINC00472"
"1845","miR-196a-5p","CTD-2037K23.2"
"1846","miR-196a-5p","HOXA-AS4"
"1847","miR-196a-5p","USP6NL-IT1"
"1848","miR-196a-5p","CTA-204B4.6"
"1849","miR-196a-5p","GAS5"
"1850","miR-196a-5p","HCG18"
"1851","miR-196a-5p","TUG1"
"1852","miR-196a-5p","RP11-20G6.3"
"1853","miR-196a-5p","RP11-156E6.1"
"1854","miR-196a-5p","RP11-342K6.1"
"1855","miR-196a-5p","ZNF518A"
"1856","miR-196a-5p","KB-431C1.4"
"1857","miR-196a-5p","FGD5-AS1"
"1858","miR-196a-5p","UBXN8"
"1859","miR-615-3p","LINC00657"
"1860","miR-615-3p","POLDIP2"
"1861","miR-615-3p","XIST"
"1862","miR-615-3p","XXbac-BPG308K3.5"
"1863","miR-615-3p","LA16c-306E5.2"
"1864","miR-615-3p","CTC-503J8.6"
"1865","miR-615-3p","RP11-264B17.3"
"1866","miR-615-3p","AP000721.4"
"1867","miR-615-3p","GNAS-AS1"
"1868","miR-615-3p","CTD-2020K17.1"
"1869","miR-615-3p","HOTTIP"
"1870","miR-615-3p","CTD-2651B20.7"
"1871","miR-148b-3p","CCAT1"
"1872","miR-148b-3p","RP11-84C13.1"
"1873","miR-148b-3p","KIF9-AS1"
"1874","miR-148b-3p","RP11-54O7.1"
"1875","miR-148b-3p","LINC00339"
"1876","miR-148b-3p","RP11-231E4.4"
"1877","miR-148b-3p","OIP5-AS1"
"1878","miR-148b-3p","RP11-373L24.1"
"1879","miR-148b-3p","RP11-15A1.3"
"1880","miR-148b-3p","HOXA11-AS"
"1881","miR-148b-3p","RP11-44F14.11"
"1882","miR-148b-3p","XIST"
"1883","miR-148b-3p","XXbac-BPG254F23.6"
"1884","miR-148b-3p","H19"
"1885","miR-148b-3p","NUTM2A-AS1"
"1886","miR-148b-3p","EMG1"
"1887","miR-148b-3p","RP11-977G19.5"
"1888","miR-148b-3p","DHRS4-AS1"
"1889","miR-148b-3p","RP11-73M18.8"
"1890","miR-148b-3p","AC084018.1"
"1891","miR-148b-3p","RP11-344B2.2"
"1892","miR-148b-3p","ZNRD1-AS1"
"1893","miR-148b-3p","HOTAIR"
"1894","miR-148b-3p","RP11-656D10.3"
"1895","miR-148b-3p","RP1-5O6.6"
"1896","miR-148b-3p","CTA-204B4.6"
"1897","miR-148b-3p","AC062029.1"
"1898","miR-148b-3p","CTC-503J8.6"
"1899","miR-148b-3p","HCG18"
"1900","miR-148b-3p","RP11-506M13.3"
"1901","miR-148b-3p","RP11-773D16.1"
"1902","miR-148b-3p","KCNQ1OT1"
"1903","miR-148b-3p","RP11-453F18__B.1"
"1904","miR-148b-3p","HOTAIRM1"
"1905","miR-148b-3p","DCP1A"
"1906","miR-148b-3p","LINC00667"
"1907","miR-148b-3p","PPP1R9B"
"1908","miR-148b-3p","RP11-46A10.5"
"1909","miR-148b-3p","RP11-216F19.2"
"1910","miR-148b-3p","LINC00174"
"1911","miR-148b-3p","RP11-252P19.3"
"1912","miR-148b-3p","RP11-453E17.1"
"1913","miR-148b-3p","AD000090.2"
"1914","miR-148b-3p","A1BG-AS1"
"1915","miR-148b-3p","BAIAP2-AS1"
"1916","miR-26a-5p","AP000525.9"
"1917","miR-26a-5p","RP11-175O19.4"
"1918","miR-26a-5p","LINC00847"
"1919","miR-26a-5p","LINC00657"
"1920","miR-26a-5p","hsa-mir-6080"
"1921","miR-26a-5p","RP11-105N13.4"
"1922","miR-26a-5p","HNRNPU-AS1"
"1923","miR-26a-5p","XXbac-B461K10.4"
"1924","miR-26a-5p","AL589743.1"
"1925","miR-26a-5p","OIP5-AS1"
"1926","miR-26a-5p","SNHG5"
"1927","miR-26a-5p","CTD-2555O16.2"
"1928","miR-26a-5p","RP11-396C23.2"
"1929","miR-26a-5p","RP11-478C19.2"
"1930","miR-26a-5p","WASIR2"
"1931","miR-26a-5p","MIR4720"
"1932","miR-26a-5p","RP11-738E22.2"
"1933","miR-26a-5p","DLGAP1-AS1"
"1934","miR-26a-5p","SCAMP1"
"1935","miR-26a-5p","AC058791.2"
"1936","miR-26a-5p","RP11-282O18.3"
"1937","miR-26a-5p","RP6-24A23.7"
"1938","miR-26a-5p","LINC00205"
"1939","miR-26a-5p","RP5-1172N10.4"
"1940","miR-26a-5p","RP11-492E3.2"
"1941","miR-26a-5p","RP11-31E23.1"
"1942","miR-26a-5p","ZNF718"
"1943","miR-26a-5p","CTD-2270L9.5"
"1944","miR-26a-5p","RP11-706J10.1"
"1945","miR-26a-5p","RP11-276H19.2"
"1946","miR-26a-5p","RP11-473I1.10"
"1947","miR-26a-5p","GAS5"
"1948","miR-26a-5p","LINC00240"
"1949","miR-26a-5p","SETD5-AS1"
"1950","miR-26a-5p","DLX6-AS1"
"1951","miR-26a-5p","RP11-1006G14.4"
"1952","miR-26a-5p","CTD-2314B22.3"
"1953","miR-26a-5p","LINC00610"
"1954","miR-26a-5p","CWC15"
"1955","miR-26a-5p","AC005082.12"
"1956","miR-26a-5p","MALAT1"
"1957","miR-26a-5p","RP11-78O7.2"
"1958","miR-26a-5p","NEFL"
"1959","miR-26a-5p","RP5-1172N10.3"
"1960","miR-26a-5p","XXbac-BPG32J3.20"
"1961","miR-26a-5p","RP11-452F19.3"
"1962","miR-26a-5p","HCG11"
"1963","miR-26a-5p","SNHG6"
"1964","let-7i-5p","TTTY15"
"1965","let-7i-5p","RP11-498P14.3"
"1966","let-7i-5p","RP11-197N18.2"
"1967","let-7i-5p","AC074117.10"
"1968","let-7i-5p","hsa-mir-6080"
"1969","let-7i-5p","RP11-27I1.2"
"1970","let-7i-5p","SNHG16"
"1971","let-7i-5p","SCARNA10"
"1972","let-7i-5p","HOXA11-AS"
"1973","let-7i-5p","RP11-282O18.6"
"1974","let-7i-5p","XIST"
"1975","let-7i-5p","RP11-727A23.5"
"1976","let-7i-5p","MIR4720"
"1977","let-7i-5p","PTCHD3P1"
"1978","let-7i-5p","NUTM2A-AS1"
"1979","let-7i-5p","MAL2"
"1980","let-7i-5p","RP11-923I11.1"
"1981","let-7i-5p","RP11-819C21.1"
"1982","let-7i-5p","RP11-492E3.1"
"1983","let-7i-5p","LINC00665"
"1984","let-7i-5p","CTD-2270L9.5"
"1985","let-7i-5p","RP11-996F15.2"
"1986","let-7i-5p","RP11-214O1.2"
"1987","let-7i-5p","CDKN2B-AS1"
"1988","let-7i-5p","CTA-204B4.6"
"1989","let-7i-5p","RP11-277P12.20"
"1990","let-7i-5p","RP11-473I1.10"
"1991","let-7i-5p","RP13-507I23.1"
"1992","let-7i-5p","RP11-264B17.3"
"1993","let-7i-5p","RP11-834C11.4"
"1994","let-7i-5p","CASP8AP2"
"1995","let-7i-5p","LINC00263"
"1996","let-7i-5p","CTD-3138B18.5"
"1997","let-7i-5p","KCNQ1OT1"
"1998","let-7i-5p","RP11-1103G16.1"
"1999","let-7i-5p","RP11-457M11.2"
"2000","let-7i-5p","AC105760.2"
"2001","let-7i-5p","NEAT1"
"2002","let-7i-5p","ZNF518A"
"2003","let-7i-5p","RP11-452L6.5"
"2004","let-7i-5p","UBXN8"
"2005","let-7i-5p","XXbac-BPG300A18.13"
"2006","miR-135a-5p","RP11-303E16.2"
"2007","miR-135a-5p","RP11-109M17.2"
"2008","miR-135a-5p","HNRNPU-AS1"
"2009","miR-135a-5p","RP11-231E4.4"
"2010","miR-135a-5p","APCDD1L-AS1"
"2011","miR-135a-5p","DANCR"
"2012","miR-135a-5p","SNHG3"
"2013","miR-135a-5p","CTB-89H12.4"
"2014","miR-135a-5p","XIST"
"2015","miR-135a-5p","CTC-308K20.1"
"2016","miR-135a-5p","RP4-671G15.3"
"2017","miR-135a-5p","ZNF718"
"2018","miR-135a-5p","CTA-204B4.6"
"2019","miR-135a-5p","CTC-444N24.8"
"2020","miR-135a-5p","LA16c-306E5.2"
"2021","miR-135a-5p","RP11-98I9.4"
"2022","miR-135a-5p","RP11-315C6.3"
"2023","miR-135a-5p","RP11-973H7.2"
"2024","miR-135a-5p","RP11-1186N24.5"
"2025","miR-135a-5p","GAS5"
"2026","miR-135a-5p","CASP8AP2"
"2027","miR-135a-5p","TMEM161B-AS1"
"2028","miR-135a-5p","RP11-46C20.1"
"2029","miR-135a-5p","RP4-773N10.5"
"2030","miR-135a-5p","RP11-342K6.1"
"2031","miR-135a-5p","RP11-449D8.1"
"2032","miR-135a-5p","DCP1A"
"2033","miR-135a-5p","MALAT1"
"2034","miR-135a-5p","ZNF518A"
"2035","miR-135a-5p","TEN1-CDK3"
"2036","miR-135a-5p","RP11-18I14.10"
"2037","miR-135a-5p","RP5-955M13.3"
"2038","miR-135a-5p","BX322557.10"
"2039","miR-320d","ALMS1-IT1"
"2040","miR-320d","RP11-1149O23.3"
"2041","miR-320d","RP11-54O7.3"
"2042","miR-320d","RP11-303E16.2"
"2043","miR-320d","hsa-mir-6080"
"2044","miR-320d","RP11-588K22.2"
"2045","miR-320d","DYX1C1-CCPG1"
"2046","miR-320d","OIP5-AS1"
"2047","miR-320d","SNHG12"
"2048","miR-320d","CBR3-AS1"
"2049","miR-320d","SPPL2B"
"2050","miR-320d","RP11-478C19.2"
"2051","miR-320d","XIST"
"2052","miR-320d","LINC00313"
"2053","miR-320d","RP1-228H13.5"
"2054","miR-320d","RP11-400F19.8"
"2055","miR-320d","LINC00680"
"2056","miR-320d","SEC22B"
"2057","miR-320d","RP1-178F10.3"
"2058","miR-320d","RP11-69E11.4"
"2059","miR-320d","RP11-66D17.5"
"2060","miR-320d","CTA-204B4.6"
"2061","miR-320d","RP11-510M2.10"
"2062","miR-320d","NR2F2-AS1"
"2063","miR-320d","AC104389.28"
"2064","miR-320d","HCG18"
"2065","miR-320d","AC012065.7"
"2066","miR-320d","CTD-3014M21.4"
"2067","miR-320d","RP11-349A22.5"
"2068","miR-320d","RP11-497H16.9"
"2069","miR-320d","TMPO-AS1"
"2070","miR-320d","AC092535.3"
"2071","miR-320d","RP11-342K6.1"
"2072","miR-320d","LINC00641"
"2073","miR-320d","RP11-361F15.2"
"2074","miR-320d","AC093323.3"
"2075","miR-320d","RP11-173M1.8"
"2076","miR-320d","DCP1A"
"2077","miR-320d","MALAT1"
"2078","miR-320d","PPP1R9B"
"2079","miR-320d","NEAT1"
"2080","miR-320d","AC000068.5"
"2081","miR-320d","TRAF3IP2-AS1"
"2082","miR-320d","AC005154.6"
"2083","miR-320d","FGD5-AS1"
"2084","miR-320d","ILF3-AS1"
"2085","miR-320d","WAC-AS1"
"2086","miR-320d","LINC00341"
"2087","miR-320d","hsa-mir-146a"
"2088","miR-16-5p","CTD-2574D22.4"
"2089","miR-16-5p","CTC-429P9.3"
"2090","miR-16-5p","CTD-2339L15.3"
"2091","miR-16-5p","ERI3-IT1"
"2092","miR-16-5p","KIF9-AS1"
"2093","miR-16-5p","RP11-543D5.2"
"2094","miR-16-5p","RP11-588K22.2"
"2095","miR-16-5p","GS1-124K5.11"
"2096","miR-16-5p","SNHG16"
"2097","miR-16-5p","CTBP1-AS1"
"2098","miR-16-5p","RP11-869B15.1"
"2099","miR-16-5p","RP11-244O19.1"
"2100","miR-16-5p","RP11-169K16.9"
"2101","miR-16-5p","CTC-246B18.8"
"2102","miR-16-5p","RP1-283E3.8"
"2103","miR-16-5p","RP11-384K6.6"
"2104","miR-16-5p","AC074093.1"
"2105","miR-16-5p","XIST"
"2106","miR-16-5p","RP11-549J18.1"
"2107","miR-16-5p","SENP3-EIF4A1"
"2108","miR-16-5p","CTC-228N24.3"
"2109","miR-16-5p","C14orf169"
"2110","miR-16-5p","AC084219.4"
"2111","miR-16-5p","LINC00094"
"2112","miR-16-5p","EPB41L4A-AS1"
"2113","miR-16-5p","RP11-403I13.4"
"2114","miR-16-5p","ZNRD1-AS1"
"2115","miR-16-5p","RP11-91G21.2"
"2116","miR-16-5p","MEG8"
"2117","miR-16-5p","RP11-379K17.11"
"2118","miR-16-5p","AC108142.1"
"2119","miR-16-5p","MIR497HG"
"2120","miR-16-5p","RP11-677M14.3"
"2121","miR-16-5p","RP11-390P2.4"
"2122","miR-16-5p","YLPM1"
"2123","miR-16-5p","SCGB1B2P"
"2124","miR-16-5p","HCG17"
"2125","miR-16-5p","RP13-507I23.1"
"2126","miR-16-5p","C1RL-AS1"
"2127","miR-16-5p","AP000721.4"
"2128","miR-16-5p","RP11-96D1.10"
"2129","miR-16-5p","ERVK13-1"
"2130","miR-16-5p","RP3-341D10.4"
"2131","miR-16-5p","RP4-614O4.11"
"2132","miR-16-5p","DLX6-AS1"
"2133","miR-16-5p","RP11-983P16.4"
"2134","miR-16-5p","AC113189.5"
"2135","miR-16-5p","AC004383.4"
"2136","miR-16-5p","RP11-1103G16.1"
"2137","miR-16-5p","RP11-467L20.9"
"2138","miR-16-5p","IQCH-AS1"
"2139","miR-16-5p","RP11-361F15.2"
"2140","miR-16-5p","RP11-64K12.2"
"2141","miR-16-5p","CTD-2516F10.2"
"2142","miR-16-5p","RP1-310O13.12"
"2143","miR-16-5p","AC011893.3"
"2144","miR-16-5p","DCP1A"
"2145","miR-16-5p","AC016629.8"
"2146","miR-16-5p","CTC-444N24.11"
"2147","miR-16-5p","RP11-383C5.4"
"2148","miR-16-5p","TRAF3IP2-AS1"
"2149","miR-16-5p","AC005154.6"
"2150","miR-16-5p","RP11-461L13.3"
"2151","miR-16-5p","LINC00176"
"2152","miR-16-5p","RP11-16E12.2"
"2153","miR-16-5p","RP11-38J22.6"
"2154","miR-16-5p","CERS6-AS1"
"2155","miR-16-5p","RP11-27I1.2"
"2156","miR-16-5p","RP11-159D12.9"
"2157","miR-16-5p","RASAL2-AS1"
"2158","miR-16-5p","XXbac-B461K10.4"
"2159","miR-16-5p","AC005154.5"
"2160","miR-16-5p","LINC00339"
"2161","miR-16-5p","RP11-54O7.1"
"2162","miR-16-5p","MCM3AP-AS1"
"2163","miR-16-5p","RP5-1180C10.2"
"2164","miR-16-5p","RP11-277L2.2"
"2165","miR-16-5p","RP11-60I3.5"
"2166","miR-16-5p","RP11-66B24.4"
"2167","miR-16-5p","AP001065.2"
"2168","miR-16-5p","RP11-204M4.2"
"2169","miR-16-5p","RP11-21N3.1"
"2170","miR-16-5p","GS1-358P8.4"
"2171","miR-16-5p","RP11-697M17.1"
"2172","miR-16-5p","SNHG12"
"2173","miR-16-5p","RP6-206I17.2"
"2174","miR-16-5p","RP11-540O11.1"
"2175","miR-16-5p","SPPL2B"
"2176","miR-16-5p","CTB-89H12.4"
"2177","miR-16-5p","SNHG1"
"2178","miR-16-5p","AC005562.1"
"2179","miR-16-5p","NUTM2A-AS1"
"2180","miR-16-5p","TTN-AS1"
"2181","miR-16-5p","CTD-2201E18.3"
"2182","miR-16-5p","RP11-244H3.1"
"2183","miR-16-5p","RP11-474P12.5"
"2184","miR-16-5p","SLC37A4"
"2185","miR-16-5p","SEMA3B"
"2186","miR-16-5p","PDXDC2P"
"2187","miR-16-5p","RP11-282K24.3"
"2188","miR-16-5p","RP11-923I11.1"
"2189","miR-16-5p","RP6-24A23.7"
"2190","miR-16-5p","AC003092.1"
"2191","miR-16-5p","LINC00649"
"2192","miR-16-5p","CTA-204B4.6"
"2193","miR-16-5p","AC090587.2"
"2194","miR-16-5p","CTB-50E14.6"
"2195","miR-16-5p","LA16c-306E5.2"
"2196","miR-16-5p","RP11-690G19.3"
"2197","miR-16-5p","PVT1"
"2198","miR-16-5p","AC003104.1"
"2199","miR-16-5p","RP11-973H7.2"
"2200","miR-16-5p","RP11-464F9.1"
"2201","miR-16-5p","DLG1-AS1"
"2202","miR-16-5p","RP11-2C24.4"
"2203","miR-16-5p","HCG18"
"2204","miR-16-5p","RP11-383J24.5"
"2205","miR-16-5p","RP11-125K10.4"
"2206","miR-16-5p","RP11-506M13.3"
"2207","miR-16-5p","RP3-486L4.3"
"2208","miR-16-5p","RP11-43D2.6"
"2209","miR-16-5p","RP11-773D16.1"
"2210","miR-16-5p","LINC00511"
"2211","miR-16-5p","RP4-773N10.5"
"2212","miR-16-5p","LINC00662"
"2213","miR-16-5p","RP11-155D18.12"
"2214","miR-16-5p","RP11-218M22.1"
"2215","miR-16-5p","AC091878.1"
"2216","miR-16-5p","LL22NC03-N27C7.1"
"2217","miR-16-5p","CWC15"
"2218","miR-16-5p","RP11-477D19.2"
"2219","miR-16-5p","RP5-1028K7.2"
"2220","miR-16-5p","RP5-1172N10.3"
"2221","miR-16-5p","RP11-18A3.4"
"2222","miR-16-5p","XXbac-BPG32J3.20"
"2223","miR-16-5p","RP5-1148A21.3"
"2224","miR-16-5p","RP11-216F19.2"
"2225","miR-16-5p","ZNF518A"
"2226","miR-16-5p","FENDRR"
"2227","miR-16-5p","FGD5-AS1"
"2228","miR-16-5p","LINC00473"
"2229","miR-16-5p","RP11-453E17.1"
"2230","miR-16-5p","RP11-329L6.1"
"2231","miR-16-5p","RP5-955M13.3"
"2232","miR-16-5p","LINC00707"
"2233","miR-16-5p","AC005537.2"
"2234","miR-15a-5p","CTD-2574D22.4"
"2235","miR-15a-5p","CTC-429P9.3"
"2236","miR-15a-5p","CTD-2339L15.3"
"2237","miR-15a-5p","ERI3-IT1"
"2238","miR-15a-5p","KIF9-AS1"
"2239","miR-15a-5p","RP11-543D5.2"
"2240","miR-15a-5p","RP11-588K22.2"
"2241","miR-15a-5p","GS1-124K5.11"
"2242","miR-15a-5p","SNHG16"
"2243","miR-15a-5p","CTBP1-AS1"
"2244","miR-15a-5p","RP11-869B15.1"
"2245","miR-15a-5p","RP11-244O19.1"
"2246","miR-15a-5p","RP11-169K16.9"
"2247","miR-15a-5p","CTC-246B18.8"
"2248","miR-15a-5p","RP1-283E3.8"
"2249","miR-15a-5p","RP11-384K6.6"
"2250","miR-15a-5p","AC074093.1"
"2251","miR-15a-5p","XIST"
"2252","miR-15a-5p","RP11-549J18.1"
"2253","miR-15a-5p","SENP3-EIF4A1"
"2254","miR-15a-5p","CTC-228N24.3"
"2255","miR-15a-5p","C14orf169"
"2256","miR-15a-5p","AC084219.4"
"2257","miR-15a-5p","LINC00094"
"2258","miR-15a-5p","EPB41L4A-AS1"
"2259","miR-15a-5p","RP11-403I13.4"
"2260","miR-15a-5p","ZNRD1-AS1"
"2261","miR-15a-5p","RP11-91G21.2"
"2262","miR-15a-5p","MEG8"
"2263","miR-15a-5p","RP11-379K17.11"
"2264","miR-15a-5p","AC108142.1"
"2265","miR-15a-5p","MIR497HG"
"2266","miR-15a-5p","RP11-677M14.3"
"2267","miR-15a-5p","RP11-390P2.4"
"2268","miR-15a-5p","YLPM1"
"2269","miR-15a-5p","SCGB1B2P"
"2270","miR-15a-5p","HCG17"
"2271","miR-15a-5p","RP13-507I23.1"
"2272","miR-15a-5p","C1RL-AS1"
"2273","miR-15a-5p","AP000721.4"
"2274","miR-15a-5p","RP11-96D1.10"
"2275","miR-15a-5p","ERVK13-1"
"2276","miR-15a-5p","RP3-341D10.4"
"2277","miR-15a-5p","RP4-614O4.11"
"2278","miR-15a-5p","DLX6-AS1"
"2279","miR-15a-5p","RP11-983P16.4"
"2280","miR-15a-5p","AC113189.5"
"2281","miR-15a-5p","AC004383.4"
"2282","miR-15a-5p","RP11-1103G16.1"
"2283","miR-15a-5p","RP11-467L20.9"
"2284","miR-15a-5p","IQCH-AS1"
"2285","miR-15a-5p","RP11-361F15.2"
"2286","miR-15a-5p","RP11-64K12.2"
"2287","miR-15a-5p","CTD-2516F10.2"
"2288","miR-15a-5p","RP1-310O13.12"
"2289","miR-15a-5p","AC011893.3"
"2290","miR-15a-5p","DCP1A"
"2291","miR-15a-5p","AC016629.8"
"2292","miR-15a-5p","CTC-444N24.11"
"2293","miR-15a-5p","RP11-383C5.4"
"2294","miR-15a-5p","TRAF3IP2-AS1"
"2295","miR-15a-5p","AC005154.6"
"2296","miR-15a-5p","RP11-461L13.3"
"2297","miR-15a-5p","LINC00176"
"2298","miR-15a-5p","RP11-16E12.2"
"2299","miR-15a-5p","RP11-38J22.6"
"2300","miR-15a-5p","CERS6-AS1"
"2301","miR-15a-5p","RP11-27I1.2"
"2302","miR-15a-5p","RP11-159D12.9"
"2303","miR-15a-5p","AC005154.5"
"2304","miR-15a-5p","XXbac-B461K10.4"
"2305","miR-15a-5p","RASAL2-AS1"
"2306","miR-15a-5p","RP11-54O7.1"
"2307","miR-15a-5p","LINC00339"
"2308","miR-15a-5p","MCM3AP-AS1"
"2309","miR-15a-5p","RP5-1180C10.2"
"2310","miR-15a-5p","RP11-277L2.2"
"2311","miR-15a-5p","RP11-60I3.5"
"2312","miR-15a-5p","RP11-66B24.4"
"2313","miR-15a-5p","AP001065.2"
"2314","miR-15a-5p","RP11-204M4.2"
"2315","miR-15a-5p","RP11-21N3.1"
"2316","miR-15a-5p","GS1-358P8.4"
"2317","miR-15a-5p","RP11-697M17.1"
"2318","miR-15a-5p","SNHG12"
"2319","miR-15a-5p","RP6-206I17.2"
"2320","miR-15a-5p","RP11-540O11.1"
"2321","miR-15a-5p","CTB-89H12.4"
"2322","miR-15a-5p","SPPL2B"
"2323","miR-15a-5p","SNHG1"
"2324","miR-15a-5p","AC005562.1"
"2325","miR-15a-5p","NUTM2A-AS1"
"2326","miR-15a-5p","CTD-2201E18.3"
"2327","miR-15a-5p","TTN-AS1"
"2328","miR-15a-5p","RP11-244H3.1"
"2329","miR-15a-5p","RP11-474P12.5"
"2330","miR-15a-5p","SEMA3B"
"2331","miR-15a-5p","SLC37A4"
"2332","miR-15a-5p","PDXDC2P"
"2333","miR-15a-5p","RP11-923I11.1"
"2334","miR-15a-5p","RP11-282K24.3"
"2335","miR-15a-5p","RP6-24A23.7"
"2336","miR-15a-5p","AC003092.1"
"2337","miR-15a-5p","LINC00649"
"2338","miR-15a-5p","CTA-204B4.6"
"2339","miR-15a-5p","CTB-50E14.6"
"2340","miR-15a-5p","AC090587.2"
"2341","miR-15a-5p","LA16c-306E5.2"
"2342","miR-15a-5p","RP11-690G19.3"
"2343","miR-15a-5p","PVT1"
"2344","miR-15a-5p","RP11-973H7.2"
"2345","miR-15a-5p","AC003104.1"
"2346","miR-15a-5p","RP11-464F9.1"
"2347","miR-15a-5p","DLG1-AS1"
"2348","miR-15a-5p","RP11-383J24.5"
"2349","miR-15a-5p","HCG18"
"2350","miR-15a-5p","RP11-2C24.4"
"2351","miR-15a-5p","RP11-125K10.4"
"2352","miR-15a-5p","RP3-486L4.3"
"2353","miR-15a-5p","RP11-506M13.3"
"2354","miR-15a-5p","RP11-43D2.6"
"2355","miR-15a-5p","RP11-773D16.1"
"2356","miR-15a-5p","LINC00511"
"2357","miR-15a-5p","RP4-773N10.5"
"2358","miR-15a-5p","RP11-155D18.12"
"2359","miR-15a-5p","LINC00662"
