"","miRNA","lncRNA"
"1","miR-200b-3p","CTA-204B4.6"
"2","miR-200b-3p","CTD-2630F21.1"
"3","miR-200b-3p","CTB-92J24.2"
"4","miR-200b-3p","RP11-473I1.10"
"5","miR-200b-3p","AC005154.5"
"6","miR-200b-3p","RP13-507I23.1"
"7","miR-200b-3p","RP11-18F14.2"
"8","miR-200b-3p","RP11-214C8.5"
"9","miR-200b-3p","OIP5-AS1"
"10","miR-200b-3p","CTD-3099C6.9"
"11","miR-200b-3p","RP11-277L2.2"
"12","miR-200b-3p","RP11-429J17.7"
"13","miR-200b-3p","C11orf95"
"14","miR-200b-3p","RP4-773N10.5"
"15","miR-200b-3p","RP11-690D19.3"
"16","miR-200b-3p","XIST"
"17","miR-200b-3p","RP5-1085F17.3"
"18","miR-200b-3p","LINC00641"
"19","miR-200b-3p","RP11-361F15.2"
"20","miR-200b-3p","CWC15"
"21","miR-200b-3p","SCAMP1"
"22","miR-200b-3p","RP11-145M9.4"
"23","miR-200b-3p","MAPKAPK5-AS1"
"24","miR-200b-3p","MALAT1"
"25","miR-200b-3p","RP11-379K17.4"
"26","miR-200b-3p","CTD-3185P2.1"
"27","miR-200b-3p","MATN1-AS1"
"28","miR-200b-3p","LINC00667"
"29","miR-200b-3p","PPP1R9B"
"30","miR-200b-3p","RP6-24A23.7"
"31","miR-200b-3p","RP11-403I13.4"
"32","miR-200b-3p","ZNF518A"
"33","miR-200b-3p","RP11-305E6.4"
"34","miR-200b-3p","RP11-91G21.2"
"35","miR-200b-3p","AC005154.6"
"36","miR-200b-3p","UBXN8"
"37","miR-200a-3p","PINK1-AS"
"38","miR-200a-3p","LA16c-306E5.2"
"39","miR-200a-3p","RP11-33N16.3"
"40","miR-200a-3p","RP11-203J24.9"
"41","miR-200a-3p","RP11-106M3.2"
"42","miR-200a-3p","AC010729.1"
"43","miR-200a-3p","DYX1C1-CCPG1"
"44","miR-200a-3p","OIP5-AS1"
"45","miR-200a-3p","RP11-793H13.8"
"46","miR-200a-3p","U47924.19"
"47","miR-200a-3p","SNHG16"
"48","miR-200a-3p","TMEM161B-AS1"
"49","miR-200a-3p","CTBP1-AS1"
"50","miR-200a-3p","RP11-13N13.2"
"51","miR-200a-3p","RP11-220I1.1"
"52","miR-200a-3p","RP1-283E3.8"
"53","miR-200a-3p","DLX6-AS1"
"54","miR-200a-3p","XIST"
"55","miR-200a-3p","RP11-539I5.1"
"56","miR-200a-3p","RP5-890O3.9"
"57","miR-200a-3p","AC003665.1"
"58","miR-200a-3p","LINC00661"
"59","miR-200a-3p","EMG1"
"60","miR-200a-3p","AC016629.8"
"61","miR-200a-3p","MALAT1"
"62","miR-200a-3p","SEC22B"
"63","miR-200a-3p","C17orf76-AS1"
"64","miR-200a-3p","TP73-AS1"
"65","miR-200a-3p","SNHG15"
"66","miR-200a-3p","LINC00319"
"67","miR-200a-3p","TRAF3IP2-AS1"
"68","miR-200a-3p","RP11-469M7.1"
"69","miR-200a-3p","AD000090.2"
"70","miR-429","CTA-204B4.6"
"71","miR-429","CTD-2630F21.1"
"72","miR-429","CTB-92J24.2"
"73","miR-429","RP11-473I1.10"
"74","miR-429","AC005154.5"
"75","miR-429","RP13-507I23.1"
"76","miR-429","RP11-18F14.2"
"77","miR-429","RP11-214C8.5"
"78","miR-429","OIP5-AS1"
"79","miR-429","CTD-3099C6.9"
"80","miR-429","RP11-277L2.2"
"81","miR-429","RP11-429J17.7"
"82","miR-429","C11orf95"
"83","miR-429","RP4-773N10.5"
"84","miR-429","RP11-690D19.3"
"85","miR-429","XIST"
"86","miR-429","LINC00641"
"87","miR-429","RP11-361F15.2"
"88","miR-429","SCAMP1"
"89","miR-429","CWC15"
"90","miR-429","RP11-145M9.4"
"91","miR-429","MAPKAPK5-AS1"
"92","miR-429","RP11-379K17.4"
"93","miR-429","MALAT1"
"94","miR-429","CTD-3185P2.1"
"95","miR-429","LINC00667"
"96","miR-429","MATN1-AS1"
"97","miR-429","PPP1R9B"
"98","miR-429","RP6-24A23.7"
"99","miR-429","RP11-403I13.4"
"100","miR-429","ZNF518A"
"101","miR-429","RP11-305E6.4"
"102","miR-429","RP11-91G21.2"
"103","miR-429","AC005154.6"
"104","miR-429","UBXN8"
"105","miR-551a","CTD-2090I13.1"
"106","miR-551a","RP11-227G15.3"
"107","miR-551a","AC009948.5"
"108","miR-551a","RP11-429J17.2"
"109","miR-34a-5p","CTA-204B4.6"
"110","miR-34a-5p","CTC-444N24.8"
"111","miR-34a-5p","CTD-2090I13.1"
"112","miR-34a-5p","RP11-420G6.4"
"113","miR-34a-5p","RP1-37E16.12"
"114","miR-34a-5p","AC005863.1"
"115","miR-34a-5p","CTC-503J8.6"
"116","miR-34a-5p","AC112229.7"
"117","miR-34a-5p","HCG18"
"118","miR-34a-5p","AC078852.1"
"119","miR-34a-5p","RP11-54O7.1"
"120","miR-34a-5p","CASP8AP2"
"121","miR-34a-5p","RP11-284N8.3"
"122","miR-34a-5p","CTD-2245O6.1"
"123","miR-34a-5p","RP11-397D12.6"
"124","miR-34a-5p","C11orf95"
"125","miR-34a-5p","RP4-773N10.5"
"126","miR-34a-5p","RP11-120D5.1"
"127","miR-34a-5p","RP11-20G6.3"
"128","miR-34a-5p","KCNQ1OT1"
"129","miR-34a-5p","LINC00662"
"130","miR-34a-5p","SNHG7"
"131","miR-34a-5p","XIST"
"132","miR-34a-5p","CTC-487M23.5"
"133","miR-34a-5p","RP11-552M11.4"
"134","miR-34a-5p","RP11-156L14.1"
"135","miR-34a-5p","GNAS-AS1"
"136","miR-34a-5p","NUTM2A-AS1"
"137","miR-34a-5p","CTC-281B15.1"
"138","miR-34a-5p","DCP1A"
"139","miR-34a-5p","CTD-2020K17.1"
"140","miR-34a-5p","CTD-3185P2.1"
"141","miR-34a-5p","LINC00667"
"142","miR-34a-5p","PCBP1-AS1"
"143","miR-34a-5p","RP11-730K11.1"
"144","miR-34a-5p","NEAT1"
"145","miR-34a-5p","RP11-216F19.2"
"146","miR-34a-5p","RP11-380L11.4"
"147","miR-34a-5p","RP11-6N17.9"
"148","miR-34a-5p","AC013268.5"
"149","miR-34a-5p","ERVK3-1"
"150","miR-34a-5p","RP11-65F13.2"
"151","miR-34a-5p","RP11-153A23.6"
"152","miR-34a-5p","RP1-5O6.6"
"153","miR-34a-5p","RP11-496I9.1"
"154","miR-378f","CTA-204B4.6"
"155","miR-378f","CTC-444N24.8"
"156","miR-378f","LINC00657"
"157","miR-378f","RP11-392M18.5"
"158","miR-378f","RP11-159D12.9"
"159","miR-378f","HCG18"
"160","miR-378f","OIP5-AS1"
"161","miR-378f","CASP8AP2"
"162","miR-378f","RN7SL1"
"163","miR-378f","FBXL19-AS1"
"164","miR-378f","JPX"
"165","miR-378f","AP006222.2"
"166","miR-378f","RP5-837J1.2"
"167","miR-378f","LINC00641"
"168","miR-378f","Z97634.5"
"169","miR-378f","SLC37A4"
"170","miR-378f","RECQL4"
"171","miR-378f","LINC00094"
"172","miR-378f","RP11-701H24.5"
"173","miR-378f","MALAT1"
"174","miR-378f","RP4-622L5.2"
"175","miR-378f","RP11-405O10.2"
"176","miR-378f","RP11-519M16.1"
"177","miR-30e-5p","CTA-204B4.6"
"178","miR-30e-5p","RP11-436A20.4"
"179","miR-30e-5p","RP11-175O19.4"
"180","miR-30e-5p","RP11-226L15.5"
"181","miR-30e-5p","LINC00657"
"182","miR-30e-5p","POLDIP2"
"183","miR-30e-5p","RP11-347I19.3"
"184","miR-30e-5p","RP11-38P22.2"
"185","miR-30e-5p","RP11-119F19.2"
"186","miR-30e-5p","AC016747.3"
"187","miR-30e-5p","HNRNPU-AS1"
"188","miR-30e-5p","RP11-106M3.2"
"189","miR-30e-5p","HCG18"
"190","miR-30e-5p","DLEU2"
"191","miR-30e-5p","DYX1C1-CCPG1"
"192","miR-30e-5p","RP11-311C24.1"
"193","miR-30e-5p","OIP5-AS1"
"194","miR-30e-5p","RP11-373L24.1"
"195","miR-30e-5p","CTBP1-AS1"
"196","miR-30e-5p","RP11-158I13.2"
"197","miR-30e-5p","RP11-371I1.2"
"198","miR-30e-5p","RP4-773N10.5"
"199","miR-30e-5p","RP5-935K16.1"
"200","miR-30e-5p","CTD-2116N17.1"
"201","miR-30e-5p","CTB-89H12.4"
"202","miR-30e-5p","XIST"
"203","miR-30e-5p","RP11-342K6.1"
"204","miR-30e-5p","AC096772.6"
"205","miR-30e-5p","MIR4720"
"206","miR-30e-5p","C14orf169"
"207","miR-30e-5p","RP11-361F15.2"
"208","miR-30e-5p","SCAMP1"
"209","miR-30e-5p","DCP1A"
"210","miR-30e-5p","EPB41L4A-AS1"
"211","miR-30e-5p","CTD-3064H18.6"
"212","miR-30e-5p","MALAT1"
"213","miR-30e-5p","RP11-73K9.2"
"214","miR-30e-5p","NEFL"
"215","miR-30e-5p","SLC26A4-AS1"
"216","miR-30e-5p","RP11-383C5.4"
"217","miR-30e-5p","AC084018.1"
"218","miR-30e-5p","RP6-24A23.7"
"219","miR-30e-5p","AC005152.2"
"220","miR-30e-5p","ZNF518A"
"221","miR-30e-5p","RP11-819C21.1"
"222","miR-30e-5p","RP11-618G20.1"
"223","miR-30e-5p","AD000090.2"
"224","miR-30e-5p","ERVK3-1"
"225","miR-30e-5p","AC141846.4"
"226","miR-30e-5p","RP5-955M13.3"
"227","miR-30e-5p","RP11-16E12.2"
"228","miR-30e-5p","TPT1-AS1"
"229","miR-30e-5p","RP13-890H12.2"
"230","miR-30e-5p","LINC00707"
"231","miR-30c-5p","CTA-204B4.6"
"232","miR-30c-5p","RP11-436A20.4"
"233","miR-30c-5p","RP11-175O19.4"
"234","miR-30c-5p","RP11-226L15.5"
"235","miR-30c-5p","LINC00657"
"236","miR-30c-5p","POLDIP2"
"237","miR-30c-5p","RP11-347I19.3"
"238","miR-30c-5p","RP11-38P22.2"
"239","miR-30c-5p","RP11-119F19.2"
"240","miR-30c-5p","AC016747.3"
"241","miR-30c-5p","HNRNPU-AS1"
"242","miR-30c-5p","RP11-106M3.2"
"243","miR-30c-5p","HCG18"
"244","miR-30c-5p","DLEU2"
"245","miR-30c-5p","DYX1C1-CCPG1"
"246","miR-30c-5p","RP11-311C24.1"
"247","miR-30c-5p","OIP5-AS1"
"248","miR-30c-5p","RP11-373L24.1"
"249","miR-30c-5p","CTBP1-AS1"
"250","miR-30c-5p","RP11-158I13.2"
"251","miR-30c-5p","RP11-371I1.2"
"252","miR-30c-5p","RP4-773N10.5"
"253","miR-30c-5p","RP5-935K16.1"
"254","miR-30c-5p","CTD-2116N17.1"
"255","miR-30c-5p","CTB-89H12.4"
"256","miR-30c-5p","XIST"
"257","miR-30c-5p","RP11-342K6.1"
"258","miR-30c-5p","AC096772.6"
"259","miR-30c-5p","MIR4720"
"260","miR-30c-5p","C14orf169"
"261","miR-30c-5p","RP11-361F15.2"
"262","miR-30c-5p","SCAMP1"
"263","miR-30c-5p","DCP1A"
"264","miR-30c-5p","EPB41L4A-AS1"
"265","miR-30c-5p","CTD-3064H18.6"
"266","miR-30c-5p","MALAT1"
"267","miR-30c-5p","RP11-73K9.2"
"268","miR-30c-5p","NEFL"
"269","miR-30c-5p","SLC26A4-AS1"
"270","miR-30c-5p","RP11-383C5.4"
"271","miR-30c-5p","AC084018.1"
"272","miR-30c-5p","RP6-24A23.7"
"273","miR-30c-5p","AC005152.2"
"274","miR-30c-5p","ZNF518A"
"275","miR-30c-5p","RP11-819C21.1"
"276","miR-30c-5p","RP11-618G20.1"
"277","miR-30c-5p","AD000090.2"
"278","miR-30c-5p","ERVK3-1"
"279","miR-30c-5p","AC141846.4"
"280","miR-30c-5p","RP5-955M13.3"
"281","miR-30c-5p","RP11-16E12.2"
"282","miR-30c-5p","TPT1-AS1"
"283","miR-30c-5p","RP13-890H12.2"
"284","miR-30c-5p","LINC00707"
"285","miR-761","CTC-338M12.3"
"286","miR-761","LINC00842"
"287","miR-761","AC135048.13"
"288","miR-761","AC016747.3"
"289","miR-761","RP11-278A23.2"
"290","miR-761","AC002331.1"
"291","miR-761","RP11-54O7.1"
"292","miR-761","LINC00339"
"293","miR-761","RP4-564F22.2"
"294","miR-761","AC096579.7"
"295","miR-761","RP11-277L2.2"
"296","miR-761","RP11-280F2.2"
"297","miR-761","RP11-244O19.1"
"298","miR-761","RP1-283E3.8"
"299","miR-761","HOXA11-AS"
"300","miR-761","XIST"
"301","miR-761","PLK1S1"
"302","miR-761","SENP3-EIF4A1"
"303","miR-761","NUTM2A-AS1"
"304","miR-761","SEMA3B"
"305","miR-761","SLC37A4"
"306","miR-761","RP11-276H19.1"
"307","miR-761","EPB41L4A-AS1"
"308","miR-761","LINC00652"
"309","miR-761","RP11-379K17.4"
"310","miR-761","RP11-795F19.1"
"311","miR-761","RP5-1086D14.6"
"312","miR-761","SDCBP2-AS1"
"313","miR-761","RP5-1198O20.4"
"314","miR-761","RP11-403I13.4"
"315","miR-761","ZNRD1-AS1"
"316","miR-761","HOTAIR"
"317","miR-761","RP11-380L11.4"
"318","miR-761","RP1-5O6.6"
"319","miR-761","RP11-325D5.3"
"320","miR-761","CTC-497E21.4"
"321","miR-761","RP11-1186N24.5"
"322","miR-761","SCGB1B2P"
"323","miR-761","RP11-464F9.1"
"324","miR-761","RP11-203J24.9"
"325","miR-761","LINC00086"
"326","miR-761","RP11-488C13.5"
"327","miR-761","HCG17"
"328","miR-761","RP13-507I23.1"
"329","miR-761","HCG18"
"330","miR-761","RP11-264B17.3"
"331","miR-761","RP11-506M13.3"
"332","miR-761","RP11-773D16.1"
"333","miR-761","RP4-773N10.5"
"334","miR-761","KCNQ1OT1"
"335","miR-761","AC092535.3"
"336","miR-761","AC113189.5"
"337","miR-761","LINC00242"
"338","miR-761","RP11-426A6.7"
"339","miR-761","RP11-467L20.9"
"340","miR-761","CWC15"
"341","miR-761","JRK"
"342","miR-761","RP11-186B7.4"
"343","miR-761","AC018766.4"
"344","miR-761","HCP5"
"345","miR-761","PPP1R9B"
"346","miR-761","NEAT1"
"347","miR-761","RP11-216F19.2"
"348","miR-761","FENDRR"
"349","miR-761","FGD5-AS1"
"350","miR-761","CTD-2353F22.1"
"351","miR-761","LINC00176"
"352","miR-761","RP11-16E12.2"
"353","miR-761","RP5-955M13.3"
"354","miR-101-3p","GABPB1-AS1"
"355","miR-101-3p","RP4-697K14.12"
"356","miR-101-3p","RP11-94L15.2"
"357","miR-101-3p","RP11-220I1.1"
"358","miR-101-3p","XIST"
"359","miR-101-3p","SNHG1"
"360","miR-101-3p","RP11-1134I14.8"
"361","miR-101-3p","RP11-923I11.1"
"362","miR-101-3p","RP11-618P17.3"
"363","miR-101-3p","RP11-140H17.1"
"364","miR-101-3p","FAM201A"
"365","miR-101-3p","RP4-659J6.2"
"366","miR-101-3p","RP11-498C9.15"
"367","miR-101-3p","CTB-25J19.9"
"368","miR-101-3p","RP1-239B22.5"
"369","miR-101-3p","LL22NC03-N27C7.1"
"370","miR-101-3p","RP11-361F15.2"
"371","miR-101-3p","MALAT1"
"372","miR-101-3p","NEAT1"
"373","miR-101-3p","RP11-216F19.2"
"374","miR-101-3p","ZNF518A"
"375","miR-101-3p","RP11-452F19.3"
"376","miR-101-3p","SNHG6"
"377","miR-101-3p","hsa-mir-142"
"378","miR-101-3p","RP11-199F11.2"
"379","miR-101-3p","hsa-mir-146a"
"380","miR-186-5p","RP11-206L10.11"
"381","miR-186-5p","RP11-226L15.5"
"382","miR-186-5p","HNRNPU-AS1"
"383","miR-186-5p","U82695.10"
"384","miR-186-5p","AC005154.5"
"385","miR-186-5p","RP11-701H24.2"
"386","miR-186-5p","RP11-102F4.3"
"387","miR-186-5p","OIP5-AS1"
"388","miR-186-5p","RP5-1180C10.2"
"389","miR-186-5p","CTD-2245O6.1"
"390","miR-186-5p","RP11-373L24.1"
"391","miR-186-5p","SNHG3"
"392","miR-186-5p","RP11-220I1.1"
"393","miR-186-5p","RP1-283E3.8"
"394","miR-186-5p","CTC-451A6.4"
"395","miR-186-5p","RP11-61A14.2"
"396","miR-186-5p","RP11-425I13.3"
"397","miR-186-5p","RP11-815I9.4"
"398","miR-186-5p","CTB-89H12.4"
"399","miR-186-5p","XIST"
"400","miR-186-5p","AC018737.1"
"401","miR-186-5p","RP1-228H13.5"
"402","miR-186-5p","SCAMP1"
"403","miR-186-5p","RP11-145M9.4"
"404","miR-186-5p","RP11-276H19.1"
"405","miR-186-5p","LINC00680"
"406","miR-186-5p","CTD-2037K23.2"
"407","miR-186-5p","RP6-24A23.7"
"408","miR-186-5p","RP11-379K17.11"
"409","miR-186-5p","LINC00665"
"410","miR-186-5p","RP11-350F4.2"
"411","miR-186-5p","COX10-AS1"
"412","miR-186-5p","PVT1"
"413","miR-186-5p","CTB-25J19.9"
"414","miR-186-5p","RP11-473I1.10"
"415","miR-186-5p","TUG1"
"416","miR-186-5p","CASP8AP2"
"417","miR-186-5p","BOLA3-AS1"
"418","miR-186-5p","SETD5-AS1"
"419","miR-186-5p","RP11-421L21.3"
"420","miR-186-5p","C11orf95"
"421","miR-186-5p","RP1-239B22.5"
"422","miR-186-5p","RP11-20G6.3"
"423","miR-186-5p","LINC00662"
"424","miR-186-5p","SNHG7"
"425","miR-186-5p","RP11-615I2.7"
"426","miR-186-5p","RP11-218M22.1"
"427","miR-186-5p","RP11-449D8.1"
"428","miR-186-5p","RP11-361F15.2"
"429","miR-186-5p","RP11-64K12.2"
"430","miR-186-5p","CTD-2540L5.5"
"431","miR-186-5p","DCP1A"
"432","miR-186-5p","AC005082.12"
"433","miR-186-5p","HCP5"
"434","miR-186-5p","FLG-AS1"
"435","miR-186-5p","CTC-444N24.11"
"436","miR-186-5p","MIR4500HG"
"437","miR-186-5p","ZNF518A"
"438","miR-186-5p","RP11-307E17.8"
"439","miR-186-5p","AC005154.6"
"440","miR-137","RP11-206L10.11"
"441","miR-137","RP11-37B2.1"
"442","miR-137","RP11-148B6.1"
"443","miR-137","OIP5-AS1"
"444","miR-137","AF127936.7"
"445","miR-137","CTB-89H12.4"
"446","miR-137","XIST"
"447","miR-137","SNHG1"
"448","miR-137","DAPK1-IT1"
"449","miR-137","RP11-123K3.4"
"450","miR-137","RP11-499P20.2"
"451","miR-137","AP000318.2"
"452","miR-137","SCAMP1"
"453","miR-137","RP1-178F10.3"
"454","miR-137","RP11-566E18.3"
"455","miR-137","RP11-498C9.15"
"456","miR-137","MAP3K14"
"457","miR-137","LA16c-306E5.2"
"458","miR-137","GAS5"
"459","miR-137","RP11-46C20.1"
"460","miR-137","LINC00849"
"461","miR-137","HOTAIRM1"
"462","miR-137","DCP1A"
"463","miR-137","RP1-184J9.2"
"464","miR-137","FGD5-AS1"
"465","miR-197-3p","CECR7"
"466","miR-197-3p","RP11-567J24.4"
"467","miR-197-3p","HNRNPU-AS1"
"468","miR-197-3p","AC091729.9"
"469","miR-197-3p","DYX1C1-CCPG1"
"470","miR-197-3p","JPX"
"471","miR-197-3p","CTBP1-AS1"
"472","miR-197-3p","SNHG12"
"473","miR-197-3p","RP11-815I9.4"
"474","miR-197-3p","SPPL2B"
"475","miR-197-3p","XIST"
"476","miR-197-3p","RP11-571M6.8"
"477","miR-197-3p","PTCHD3P1"
"478","miR-197-3p","SCAMP1"
"479","miR-197-3p","DHRS4-AS1"
"480","miR-197-3p","C17orf76-AS1"
"481","miR-197-3p","TP73-AS1"
"482","miR-197-3p","RP6-24A23.7"
"483","miR-197-3p","LIFR-AS1"
"484","miR-197-3p","MIR497HG"
"485","miR-197-3p","TUG1"
"486","miR-197-3p","RP11-10O17.2"
"487","miR-197-3p","RP4-614O4.11"
"488","miR-197-3p","KCNQ1OT1"
"489","miR-197-3p","LINC00641"
"490","miR-197-3p","MALAT1"
"491","miR-197-3p","CTC-444N24.11"
"492","miR-197-3p","RP11-267N12.3"
"493","miR-197-3p","VIM-AS1"
"494","miR-320b","ALMS1-IT1"
"495","miR-320b","RP11-1149O23.3"
"496","miR-320b","RP11-54O7.3"
"497","miR-320b","RP11-303E16.2"
"498","miR-320b","hsa-mir-6080"
"499","miR-320b","RP11-588K22.2"
"500","miR-320b","DYX1C1-CCPG1"
"501","miR-320b","OIP5-AS1"
"502","miR-320b","SNHG12"
"503","miR-320b","CBR3-AS1"
"504","miR-320b","SPPL2B"
"505","miR-320b","RP11-478C19.2"
"506","miR-320b","XIST"
"507","miR-320b","LINC00313"
"508","miR-320b","RP1-228H13.5"
"509","miR-320b","RP11-400F19.8"
"510","miR-320b","LINC00680"
"511","miR-320b","SEC22B"
"512","miR-320b","RP1-178F10.3"
"513","miR-320b","RP11-69E11.4"
"514","miR-320b","RP11-66D17.5"
"515","miR-320b","CTA-204B4.6"
"516","miR-320b","RP11-510M2.10"
"517","miR-320b","NR2F2-AS1"
"518","miR-320b","AC104389.28"
"519","miR-320b","HCG18"
"520","miR-320b","AC012065.7"
"521","miR-320b","CTD-3014M21.4"
"522","miR-320b","RP11-349A22.5"
"523","miR-320b","RP11-497H16.9"
"524","miR-320b","TMPO-AS1"
"525","miR-320b","AC092535.3"
"526","miR-320b","RP11-342K6.1"
"527","miR-320b","LINC00641"
"528","miR-320b","RP11-361F15.2"
"529","miR-320b","AC093323.3"
"530","miR-320b","RP11-173M1.8"
"531","miR-320b","DCP1A"
"532","miR-320b","MALAT1"
"533","miR-320b","PPP1R9B"
"534","miR-320b","TTC28-AS1"
"535","miR-320b","NEAT1"
"536","miR-320b","AC000068.5"
"537","miR-320b","TRAF3IP2-AS1"
"538","miR-320b","AC005154.6"
"539","miR-320b","FGD5-AS1"
"540","miR-320b","ILF3-AS1"
"541","miR-320b","WAC-AS1"
"542","miR-320b","LINC00341"
"543","miR-320b","hsa-mir-146a"
"544","miR-3118","RP4-697K14.12"
"545","miR-3118","ERI3-IT1"
"546","miR-3118","ZBED3-AS1"
"547","miR-3118","BZRAP1-AS1"
"548","miR-3118","RP11-98D18.9"
"549","miR-3118","RP11-277L2.2"
"550","miR-3118","AC005062.2"
"551","miR-3118","RP5-837J1.2"
"552","miR-3118","RP11-478C19.2"
"553","miR-3118","RP11-290F20.3"
"554","miR-3118","AC005562.1"
"555","miR-3118","SCAMP1"
"556","miR-3118","RP11-400F19.6"
"557","miR-3118","SEC22B"
"558","miR-3118","RP11-403I13.4"
"559","miR-3118","RP5-1172N10.4"
"560","miR-3118","RP3-368A4.5"
"561","miR-3118","LINC00665"
"562","miR-3118","hsa-mir-212"
"563","miR-3118","RP11-566E18.3"
"564","miR-3118","WDR7-UA1"
"565","miR-3118","RP11-498C9.15"
"566","miR-3118","PINK1-AS"
"567","miR-3118","RP1-37E16.12"
"568","miR-3118","RP11-214C8.5"
"569","miR-3118","C11orf95"
"570","miR-3118","KCNQ1OT1"
"571","miR-3118","RP11-552M11.4"
"572","miR-3118","RP11-216F19.2"
"573","miR-3118","RAMP2-AS1"
"574","miR-3118","hsa-mir-142"
"575","miR-3118","RP5-955M13.3"
"576","miR-3118","RP11-16E12.2"
"577","miR-190b","RP11-102F4.3"
"578","miR-190b","SNHG16"
"579","miR-190b","GS1-358P8.4"
"580","miR-190b","RP11-890B15.3"
"581","miR-190b","XIST"
"582","miR-190b","MIR4720"
"583","miR-190b","AC084219.4"
"584","miR-190b","RP11-734I18.1"
"585","miR-190b","CTD-2619J13.14"
"586","miR-190b","PVT1"
"587","miR-190b","RP11-38P22.2"
"588","miR-190b","LINC00662"
"589","miR-190b","RP11-227D2.3"
"590","miR-190b","RP11-57H14.4"
"591","miR-190b","PRIM2"
"592","miR-190b","AC007255.7"
"593","miR-190b","RP11-255C15.3"
"594","miR-190b","UBXN8"
"595","miR-190b","RP11-65F13.2"
"596","miR-92b-3p","AC034220.3"
"597","miR-92b-3p","AC005307.3"
"598","miR-92b-3p","RP11-206L10.11"
"599","miR-92b-3p","AC074117.10"
"600","miR-92b-3p","LINC00657"
"601","miR-92b-3p","TBX5-AS1"
"602","miR-92b-3p","OIP5-AS1"
"603","miR-92b-3p","SNHG5"
"604","miR-92b-3p","PITPNA-AS1"
"605","miR-92b-3p","RP11-815I9.4"
"606","miR-92b-3p","XIST"
"607","miR-92b-3p","DAPK1-IT1"
"608","miR-92b-3p","RP4-714D9.5"
"609","miR-92b-3p","SCAMP1"
"610","miR-92b-3p","RP3-368A4.6"
"611","miR-92b-3p","AC093627.10"
"612","miR-92b-3p","AC007228.9"
"613","miR-92b-3p","SNHG14"
"614","miR-92b-3p","RP11-492E3.1"
"615","miR-92b-3p","RP11-234O6.2"
"616","miR-92b-3p","RP1-5O6.6"
"617","miR-92b-3p","AC005943.5"
"618","miR-92b-3p","RP11-98I9.4"
"619","miR-92b-3p","RP11-473I1.10"
"620","miR-92b-3p","RP3-508I15.9"
"621","miR-92b-3p","RNU4ATAC"
"622","miR-92b-3p","RP3-523K23.2"
"623","miR-92b-3p","RP3-341D10.4"
"624","miR-92b-3p","RP11-46C20.1"
"625","miR-92b-3p","RP11-449D8.1"
"626","miR-92b-3p","MALAT1"
"627","miR-92b-3p","NEFL"
"628","miR-92b-3p","RP11-65F13.2"
"629","miR-9-5p","HNRNPU-AS1"
"630","miR-9-5p","RP11-793H13.8"
"631","miR-9-5p","RP11-299M14.2"
"632","miR-9-5p","AC093642.3"
"633","miR-9-5p","RP11-170L3.8"
"634","miR-9-5p","XIST"
"635","miR-9-5p","SENP3-EIF4A1"
"636","miR-9-5p","PTCHD3P1"
"637","miR-9-5p","AC005076.5"
"638","miR-9-5p","AC007246.3"
"639","miR-9-5p","UHRF1"
"640","miR-9-5p","PCBP1-AS1"
"641","miR-9-5p","RP6-24A23.7"
"642","miR-9-5p","ZNRD1-AS1"
"643","miR-9-5p","LINC00665"
"644","miR-9-5p","RP11-519M16.1"
"645","miR-9-5p","RP11-511P7.2"
"646","miR-9-5p","MAP3K14"
"647","miR-9-5p","RP1-37E16.12"
"648","miR-9-5p","CTB-25J19.9"
"649","miR-9-5p","RP11-473I1.10"
"650","miR-9-5p","RP13-507I23.1"
"651","miR-9-5p","HCG18"
"652","miR-9-5p","TUG1"
"653","miR-9-5p","RP11-96D1.10"
"654","miR-9-5p","AL163636.6"
"655","miR-9-5p","SNHG7"
"656","miR-9-5p","RP11-64K12.2"
"657","miR-9-5p","MAGI1-IT1"
"658","miR-9-5p","RP11-622K12.1"
"659","miR-9-5p","ZNF252P-AS1"
"660","miR-9-5p","NEFL"
"661","miR-9-5p","NEAT1"
"662","miR-9-5p","RP11-658F2.8"
"663","miR-9-5p","AC017048.3"
"664","miR-214-3p","CTC-338M12.3"
"665","miR-214-3p","LINC00842"
"666","miR-214-3p","AC135048.13"
"667","miR-214-3p","AC016747.3"
"668","miR-214-3p","RP11-278A23.2"
"669","miR-214-3p","AC002331.1"
"670","miR-214-3p","RP11-54O7.1"
"671","miR-214-3p","LINC00339"
"672","miR-214-3p","RP4-564F22.2"
"673","miR-214-3p","AC096579.7"
"674","miR-214-3p","RP11-277L2.2"
"675","miR-214-3p","RP11-280F2.2"
"676","miR-214-3p","RP11-244O19.1"
"677","miR-214-3p","RP1-283E3.8"
"678","miR-214-3p","HOXA11-AS"
"679","miR-214-3p","XIST"
"680","miR-214-3p","PLK1S1"
"681","miR-214-3p","SENP3-EIF4A1"
"682","miR-214-3p","NUTM2A-AS1"
"683","miR-214-3p","SEMA3B"
"684","miR-214-3p","SLC37A4"
"685","miR-214-3p","RP11-276H19.1"
"686","miR-214-3p","EPB41L4A-AS1"
"687","miR-214-3p","LINC00652"
"688","miR-214-3p","RP11-379K17.4"
"689","miR-214-3p","RP11-795F19.1"
"690","miR-214-3p","RP5-1086D14.6"
"691","miR-214-3p","SDCBP2-AS1"
"692","miR-214-3p","RP5-1198O20.4"
"693","miR-214-3p","RP11-403I13.4"
"694","miR-214-3p","ZNRD1-AS1"
