"","miRNA","lncRNA"
"880","miR-20a-5p","RP5-1024G6.8"
"881","miR-20a-5p","ZNF718"
"882","miR-20a-5p","CTA-204B4.6"
"883","miR-20a-5p","RP11-973H7.2"
"884","miR-20a-5p","HCG18"
"885","miR-20a-5p","RP4-773N10.5"
"886","miR-20a-5p","CTC-281B15.1"
"887","miR-20a-5p","MALAT1"
"888","miR-20a-5p","RP5-1172N10.3"
"889","miR-20a-5p","ZNF518A"
"890","miR-20a-5p","FGD5-AS1"
"891","miR-19b-3p","RP11-290D2.4"
"892","miR-19b-3p","RP11-399K21.11"
"893","miR-19b-3p","RP11-170L3.8"
"894","miR-19b-3p","XIST"
"895","miR-19b-3p","H19"
"896","miR-19b-3p","LINC00094"
"897","miR-19b-3p","RP11-197P3.5"
"898","miR-19b-3p","MAP3K14"
"899","miR-19b-3p","LINC00338"
"900","miR-19b-3p","RP11-363E7.4"
"901","miR-19b-3p","CTB-92J24.2"
"902","miR-19b-3p","AC005307.3"
"903","miR-19b-3p","RP11-84C13.1"
"904","miR-19b-3p","CTB-50L17.7"
"905","miR-19b-3p","MCM3AP-AS1"
"906","miR-19b-3p","CTB-89H12.4"
"907","miR-19b-3p","HOXD-AS1"
"908","miR-19b-3p","RP1-178F10.3"
"909","miR-19b-3p","ZNF718"
"910","miR-19b-3p","CTA-204B4.6"
"911","miR-19b-3p","PRKCQ-AS1"
"912","miR-19b-3p","RP11-363G2.4"
"913","miR-19b-3p","LINC00667"
"914","miR-19b-3p","ZNF518A"
"915","miR-19b-3p","CTC-479C5.16"
"916","miR-92a-3p","LINC00657"
"917","miR-92a-3p","OIP5-AS1"
"918","miR-92a-3p","XIST"
"919","miR-92a-3p","RP3-341D10.4"
"920","miR-92a-3p","AC005307.3"
"921","miR-92a-3p","RP11-206L10.11"
"922","miR-92a-3p","SNHG5"
"923","miR-92a-3p","PITPNA-AS1"
"924","miR-92a-3p","DAPK1-IT1"
"925","miR-92a-3p","SCAMP1"
"926","miR-92a-3p","AC007228.9"
"927","miR-92a-3p","RP1-5O6.6"
"928","miR-92a-3p","AC005943.5"
"929","miR-92a-3p","RNU4ATAC"
"930","miR-92a-3p","RP11-46C20.1"
"931","miR-92a-3p","MALAT1"
"932","miR-92a-3p","NEFL"
"933","miR-4306","POLDIP2"
"934","miR-4306","RP11-67A1.2"
"935","miR-4306","XIST"
"936","miR-4306","AC084219.4"
"937","miR-4306","RP11-379K17.4"
"938","miR-4306","CTC-503J8.6"
"939","miR-4306","SNORD3B-1"
"940","miR-4306","AC005082.12"
"941","miR-4306","RP11-160E2.6"
"942","miR-4306","SNORD3B-2"
"943","miR-4306","SNORD3A"
"944","miR-4306","SNORD3C"
"945","miR-4306","MALAT1"
"946","miR-4306","NEFL"
"947","miR-208a-3p","RP11-206L10.11"
"948","miR-208a-3p","CROCCP2"
"949","miR-208b-3p","RP11-206L10.11"
"950","miR-208b-3p","CROCCP2"
"951","miR-342-3p","XIST"
"952","miR-342-3p","RP13-507I23.1"
"953","miR-342-3p","RP11-467L20.9"
"954","miR-342-3p","DCP1A"
"955","miR-342-3p","LINC00338"
"956","miR-342-3p","NEAT1"
"957","miR-342-3p","RP11-21N3.1"
"958","miR-342-3p","CTB-89H12.4"
"959","miR-342-3p","RP6-24A23.7"
"960","miR-342-3p","SNHG7"
"961","miR-342-3p","SCARNA2"
"962","miR-342-3p","CTC-281B15.1"
"963","miR-433-3p","XIST"
"964","miR-433-3p","GAS5"
"965","miR-433-3p","NEAT1"
"966","miR-433-3p","SCAMP1"
"967","miR-136-5p","XIST"
"968","miR-136-5p","GAS5"
"969","miR-136-5p","DCP1A"
"970","miR-136-5p","SNORD57"
"971","miR-136-5p","CTA-204B4.6"
"972","miR-136-5p","ZNF518A"
"973","miR-370-3p","HNRNPU-AS1"
"974","miR-370-3p","XIST"
"975","miR-370-3p","H19"
"976","miR-370-3p","SENP3-EIF4A1"
"977","miR-370-3p","CTD-3185P2.1"
"978","miR-370-3p","RP11-96D1.10"
"979","miR-370-3p","AC084082.3"
"980","miR-370-3p","KCNQ1OT1"
"981","miR-370-3p","NEAT1"
"982","miR-370-3p","AC016747.3"
"983","miR-370-3p","RP11-186B7.4"
"984","miR-370-3p","MALAT1"
"985","miR-379-5p","XIST"
"986","miR-379-5p","DCP1A"
"987","miR-379-5p","CTC-444N24.11"
"988","miR-379-5p","SCARNA9"
"989","miR-379-5p","RP5-1024G6.8"
"990","miR-379-5p","RP4-773N10.5"
"991","miR-411-5p","DHRS4-AS1"
"992","miR-411-5p","RP6-24A23.7"
"993","miR-411-5p","ZNF518A"
"994","miR-299-3p","SENP3-EIF4A1"
"995","miR-299-3p","MAP3K14"
"996","miR-299-3p","TUG1"
"997","miR-299-3p","AC135048.13"
"998","miR-299-3p","RP11-186B7.4"
"999","miR-299-3p","CTC-512J12.4"
"1000","miR-758-3p","XIST"
"1001","miR-758-3p","C14orf169"
"1002","miR-758-3p","DANCR"
"1003","miR-758-3p","hsa-mir-10a"
"1004","miR-329-3p","XIST"
"1005","miR-329-3p","AC000120.7"
"1006","miR-329-3p","TP73-AS1"
"1007","miR-329-3p","NEAT1"
"1008","miR-329-3p","SCARNA9"
"1009","miR-329-3p","RP6-24A23.7"
"1010","miR-329-3p","RP11-186B7.4"
"1011","miR-494-3p","XIST"
"1012","miR-494-3p","CASP8AP2"
"1013","miR-494-3p","SNHG12"
"1014","miR-494-3p","SCAMP1"
"1015","miR-494-3p","SEC22B"
"1016","miR-494-3p","RP11-690G19.3"
"1017","miR-494-3p","MALAT1"
"1018","miR-543","LINC00657"
"1019","miR-543","OIP5-AS1"
"1020","miR-543","CTD-2116N17.1"
"1021","miR-543","XIST"
"1022","miR-543","AC079767.2"
"1023","miR-543","DCP1A"
"1024","miR-543","RP11-1134I14.8"
"1025","miR-543","AC007228.9"
"1026","miR-543","RP11-480D4.3"
"1027","miR-543","SNHG7"
"1028","miR-543","RP11-21J18.1"
"1029","miR-495-3p","CTD-2651B20.6"
"1030","miR-495-3p","CTD-2116N17.1"
"1031","miR-495-3p","XIST"
"1032","miR-495-3p","C14orf169"
"1033","miR-495-3p","RP11-379K17.11"
"1034","miR-495-3p","LINC00338"
"1035","miR-495-3p","NEAT1"
"1036","miR-495-3p","hsa-mir-6080"
"1037","miR-495-3p","JPX"
"1038","miR-495-3p","SCAMP1"
"1039","miR-495-3p","HCG18"
"1040","miR-495-3p","RP11-216F19.2"
"1041","miR-376c-3p","RP11-379K17.11"
"1042","miR-376c-3p","RP11-361F15.2"
"1043","miR-376c-3p","hsa-mir-6080"
"1044","miR-376c-3p","RP1-178F10.3"
"1045","miR-376c-3p","RP11-368I7.2"
"1046","miR-376c-3p","HCG11"
"1047","miR-376a-3p","SENP3-EIF4A1"
"1048","miR-376a-3p","RP11-552M11.4"
"1049","miR-376a-3p","DCP1A"
"1050","miR-376a-3p","CTC-444N24.11"
"1051","miR-376a-3p","RP11-159D12.9"
"1052","miR-376a-3p","SNHG1"
"1053","miR-376a-3p","NUTM2A-AS1"
"1054","miR-376a-3p","SCARNA9"
"1055","miR-376a-3p","LA16c-306E5.2"
"1056","miR-376a-3p","RP11-186B7.4"
"1057","miR-376a-3p","MALAT1"
"1058","miR-376b-3p","SENP3-EIF4A1"
"1059","miR-376b-3p","RP11-552M11.4"
"1060","miR-376b-3p","DCP1A"
"1061","miR-376b-3p","CTC-444N24.11"
"1062","miR-376b-3p","RP11-159D12.9"
"1063","miR-376b-3p","SNHG1"
"1064","miR-376b-3p","NUTM2A-AS1"
"1065","miR-376b-3p","SCARNA9"
"1066","miR-376b-3p","LA16c-306E5.2"
"1067","miR-376b-3p","RP11-186B7.4"
"1068","miR-376b-3p","MALAT1"
"1069","miR-300","OIP5-AS1"
"1070","miR-300","XIST"
"1071","miR-300","SENP3-EIF4A1"
"1072","miR-300","RP11-553L6.5"
"1073","miR-381-3p","OIP5-AS1"
"1074","miR-381-3p","XIST"
"1075","miR-381-3p","SENP3-EIF4A1"
"1076","miR-381-3p","RP11-553L6.5"
"1077","miR-539-5p","HNRNPU-AS1"
"1078","miR-539-5p","RP11-311C24.1"
"1079","miR-539-5p","XIST"
"1080","miR-539-5p","COX10-AS1"
"1081","miR-539-5p","RP11-1134I14.8"
"1082","miR-539-5p","CTA-204B4.6"
"1083","miR-539-5p","RP11-342K6.1"
"1084","miR-539-5p","PPP1R9B"
"1085","miR-539-5p","CTD-2369P2.2"
"1086","miR-544a","POLDIP2"
"1087","miR-544a","XIST"
"1088","miR-544a","RP11-509E16.1"
"1089","miR-544a","GAS5"
"1090","miR-544a","DCP1A"
"1091","miR-544a","CTC-444N24.11"
"1092","miR-544a","RECQL4"
"1093","miR-544a","RP4-671G15.3"
"1094","miR-544a","RP11-453F18__B.1"
"1095","miR-544a","MALAT1"
"1096","miR-544a","RP5-1172N10.3"
"1097","miR-544a","ZNF518A"
"1098","miR-382-5p","ZBED3-AS1"
"1099","miR-382-5p","HNRNPU-AS1"
"1100","miR-382-5p","RP11-158I13.2"
"1101","miR-382-5p","GS1-358P8.4"
"1102","miR-382-5p","C17orf76-AS1"
"1103","miR-382-5p","CTD-3195I5.1"
"1104","miR-382-5p","CTA-204B4.6"
"1105","miR-382-5p","RP11-214C8.5"
"1106","miR-382-5p","FGD5-AS1"
"1107","miR-382-5p","CTC-479C5.16"
"1108","miR-134-5p","RP11-498C9.15"
"1109","miR-134-5p","C11orf95"
"1110","miR-134-5p","hsa-mir-212"
"1111","miR-134-5p","PINK1-AS"
"1112","miR-134-5p","RAMP2-AS1"
"1113","miR-134-5p","hsa-mir-142"
"1114","miR-485-5p","RP11-502I4.3"
"1115","miR-485-5p","SNHG16"
"1116","miR-485-5p","COL4A2-AS2"
"1117","miR-485-5p","XIST"
"1118","miR-485-5p","MFI2-AS1"
"1119","miR-485-5p","GAS5"
"1120","miR-485-5p","CTC-444N24.11"
"1121","miR-485-5p","ERVK3-1"
"1122","miR-485-5p","RP5-1180C10.2"
"1123","miR-485-5p","RP4-671G15.3"
"1124","miR-485-5p","C17orf76-AS1"
"1125","miR-485-5p","RP1-5O6.6"
"1126","miR-485-5p","RP11-66N24.4"
"1127","miR-485-5p","RP11-227G15.3"
"1128","miR-485-5p","SNHG7"
"1129","miR-485-5p","RP11-186B7.4"
"1130","miR-485-5p","MALAT1"
"1131","miR-485-5p","PPP1R9B"
"1132","miR-154-5p","HNRNPU-AS1"
"1133","miR-154-5p","RP11-170L3.8"
"1134","miR-154-5p","XIST"
"1135","miR-154-5p","RP11-315C6.3"
"1136","miR-154-5p","NEAT1"
"1137","miR-154-5p","SNHG5"
"1138","miR-154-5p","SNHG1"
"1139","miR-154-5p","SLC37A4"
"1140","miR-154-5p","MALAT1"
"1141","miR-154-5p","LINC00667"
"1142","miR-154-5p","PPP1R9B"
"1143","miR-154-5p","FGD5-AS1"
"1144","miR-496","LINC00657"
"1145","miR-496","RP6-24A23.7"
"1146","miR-377-3p","XIST"
"1147","miR-377-3p","KCNQ1OT1"
"1148","miR-377-3p","DCP1A"
"1149","miR-377-3p","NEAT1"
"1150","miR-377-3p","RP11-618G20.1"
"1151","miR-377-3p","RP11-21N3.1"
"1152","miR-377-3p","CTB-89H12.4"
"1153","miR-377-3p","SNHG1"
"1154","miR-377-3p","RP6-24A23.7"
"1155","miR-377-3p","AC005943.5"
"1156","miR-377-3p","RP11-368I7.2"
"1157","miR-377-3p","RP11-473I1.10"
"1158","miR-377-3p","SCARNA2"
"1159","miR-377-3p","CTC-281B15.1"
"1160","miR-377-3p","RP11-216F19.2"
"1161","miR-377-3p","MIR17HG"
"1162","miR-410-3p","LINC00657"
"1163","miR-410-3p","OIP5-AS1"
"1164","miR-410-3p","XIST"
"1165","miR-410-3p","RP11-473I1.9"
"1166","miR-410-3p","SCAMP1"
"1167","miR-410-3p","C17orf76-AS1"
"1168","miR-203a","LINC00657"
"1169","miR-203a","AC005082.12"
"1170","miR-203a","hsa-mir-6080"
"1171","miR-203a","RP11-227G15.3"
"1172","miR-203a","RP11-342K6.1"
"1173","miR-203a","MALAT1"
"1174","miR-203a","LINC00667"
"1175","miR-203a","NEFL"
"1176","miR-203a","ZNF518A"
"1177","miR-203a","HCG11"
"1178","miR-211-5p","RP11-27M15.1"
"1179","miR-211-5p","XIST"
"1180","miR-211-5p","NEAT1"
"1181","miR-211-5p","MCM3AP-AS1"
"1182","miR-211-5p","RP11-220I1.1"
"1183","miR-211-5p","RP6-24A23.7"
"1184","miR-211-5p","CTA-204B4.6"
"1185","miR-211-5p","CTC-281B15.1"
"1186","miR-211-5p","MALAT1"
"1187","miR-190a-5p","SNHG16"
"1188","miR-190a-5p","XIST"
"1189","miR-190a-5p","MIR4720"
"1190","miR-190a-5p","AC084219.4"
"1191","miR-190a-5p","RP11-227D2.3"
"1192","miR-190a-5p","LINC00662"
"1193","miR-190a-5p","UBXN8"
"1194","miR-422a","OIP5-AS1"
"1195","miR-422a","FBXL19-AS1"
"1196","miR-422a","MALAT1"
"1197","miR-422a","RP4-622L5.2"
"1198","miR-184","AP000721.4"
"1199","miR-7-5p","AL136419.6"
"1200","miR-7-5p","OIP5-AS1"
"1201","miR-7-5p","XIST"
"1202","miR-7-5p","RP11-390P2.4"
"1203","miR-7-5p","RP13-507I23.1"
"1204","miR-7-5p","RP11-467L20.9"
"1205","miR-7-5p","RP6-24A23.7"
"1206","miR-7-5p","RP11-973H7.2"
"1207","miR-7-5p","TBC1D3P1-DHX40P1"
"1208","miR-7-5p","RP11-186B7.4"
"1209","miR-7-5p","HCG11"
"1210","miR-3529-5p","XIST"
"1211","miR-3529-5p","DCP1A"
"1212","miR-3529-5p","CTC-444N24.11"
"1213","miR-3529-5p","SCARNA9"
"1214","miR-3529-5p","RP5-1024G6.8"
"1215","miR-3529-5p","RP4-773N10.5"
"1216","miR-193b-3p","POLDIP2"
"1217","miR-193b-3p","XIST"
"1218","miR-193b-3p","CTC-228N24.3"
"1219","miR-193b-3p","RP1-59M18.2"
"1220","miR-193b-3p","CTD-2630F21.1"
"1221","miR-193b-3p","AC018766.4"
"1222","miR-193b-3p","NEAT1"
"1223","miR-193b-3p","LIMD1-AS1"
"1224","miR-193b-3p","SNHG7"
"1225","miR-193b-3p","RP11-732M18.3"
"1226","miR-365a-3p","RP11-311C24.1"
"1227","miR-365a-3p","XIST"
"1228","miR-365a-3p","NEAT1"
"1229","miR-365a-3p","GS1-251I9.4"
"1230","miR-365a-3p","RP6-24A23.7"
"1231","miR-365a-3p","CTA-204B4.6"
"1232","miR-138-5p","RP11-303E16.2"
"1233","miR-138-5p","RP11-170L3.8"
"1234","miR-138-5p","DCP1A"
"1235","miR-138-5p","MCM3AP-AS1"
"1236","miR-138-5p","RP6-24A23.7"
"1237","miR-138-5p","MCF2L-AS1"
"1238","miR-328-3p","RPPH1"
"1239","miR-328-3p","KCNQ1OT1"
"1240","miR-328-3p","SNHG1"
"1241","miR-328-3p","MALAT1"
"1242","miR-140-5p","SNHG16"
"1243","miR-140-5p","XIST"
"1244","miR-140-5p","H19"
"1245","miR-140-5p","KCNQ1OT1"
"1246","miR-140-5p","LINC00338"
"1247","miR-140-5p","RP11-27I1.2"
"1248","miR-140-5p","SNHG1"
"1249","miR-140-5p","DHRS4-AS1"
"1250","miR-140-5p","CTB-25J19.9"
"1251","miR-140-5p","MALAT1"
"1252","miR-22-3p","RP11-145M9.4"
"1253","miR-22-3p","RP11-834C11.4"
"1254","miR-22-3p","RP11-46A10.5"
"1255","miR-22-3p","C17orf76-AS1"
"1256","miR-22-3p","MALAT1"
"1257","miR-22-3p","RNU11"
"1258","miR-132-3p","HNRNPU-AS1"
"1259","miR-132-3p","XIST"
"1260","miR-132-3p","LA16c-313D11.11"
"1261","miR-132-3p","RP11-690G19.3"
"1262","miR-132-3p","ILF3-AS1"
"1263","miR-212-3p","HNRNPU-AS1"
"1264","miR-212-3p","SNHG16"
"1265","miR-212-3p","XIST"
"1266","miR-212-3p","LA16c-313D11.11"
"1267","miR-212-3p","RP11-690G19.3"
"1268","miR-212-3p","ILF3-AS1"
"1269","miR-195-5p","SNHG16"
"1270","miR-195-5p","XIST"
"1271","miR-195-5p","RP11-549J18.1"
"1272","miR-195-5p","SENP3-EIF4A1"
"1273","miR-195-5p","CTC-228N24.3"
"1274","miR-195-5p","AC084219.4"
"1275","miR-195-5p","LINC00094"
"1276","miR-195-5p","RP11-403I13.4"
"1277","miR-195-5p","ZNRD1-AS1"
"1278","miR-195-5p","RP11-379K17.11"
"1279","miR-195-5p","AP000721.4"
"1280","miR-195-5p","AC113189.5"
"1281","miR-195-5p","RP11-467L20.9"
"1282","miR-195-5p","RP11-361F15.2"
"1283","miR-195-5p","DCP1A"
"1284","miR-195-5p","AC016629.8"
"1285","miR-195-5p","CTC-444N24.11"
"1286","miR-195-5p","RP11-27I1.2"
"1287","miR-195-5p","XXbac-B461K10.4"
"1288","miR-195-5p","LINC00339"
"1289","miR-195-5p","MCM3AP-AS1"
"1290","miR-195-5p","RP5-1180C10.2"
"1291","miR-195-5p","RP11-277L2.2"
"1292","miR-195-5p","RP11-60I3.5"
"1293","miR-195-5p","RP11-21N3.1"
"1294","miR-195-5p","GS1-358P8.4"
"1295","miR-195-5p","SNHG12"
"1296","miR-195-5p","CTB-89H12.4"
"1297","miR-195-5p","SPPL2B"
"1298","miR-195-5p","SNHG1"
"1299","miR-195-5p","NUTM2A-AS1"
"1300","miR-195-5p","RP11-474P12.5"
"1301","miR-195-5p","SEMA3B"
"1302","miR-195-5p","PDXDC2P"
"1303","miR-195-5p","RP11-923I11.1"
"1304","miR-195-5p","RP6-24A23.7"
"1305","miR-195-5p","LINC00649"
"1306","miR-195-5p","RP11-690G19.3"
"1307","miR-195-5p","RP11-383J24.5"
"1308","miR-195-5p","RP3-486L4.3"
"1309","miR-195-5p","RP11-773D16.1"
"1310","miR-195-5p","RP4-773N10.5"
"1311","miR-195-5p","LINC00662"
"1312","miR-195-5p","LL22NC03-N27C7.1"
"1313","miR-195-5p","RP11-18A3.4"
"1314","miR-195-5p","XXbac-BPG32J3.20"
"1315","miR-195-5p","RP11-216F19.2"
"1316","miR-195-5p","FGD5-AS1"
"1317","miR-497-5p","SNHG16"
"1318","miR-497-5p","XIST"
"1319","miR-497-5p","RP11-549J18.1"
"1320","miR-497-5p","SENP3-EIF4A1"
"1321","miR-497-5p","CTC-228N24.3"
"1322","miR-497-5p","AC084219.4"
"1323","miR-497-5p","LINC00094"
"1324","miR-497-5p","RP11-403I13.4"
"1325","miR-497-5p","ZNRD1-AS1"
"1326","miR-497-5p","RP11-379K17.11"
"1327","miR-497-5p","AP000721.4"
"1328","miR-497-5p","AC113189.5"
"1329","miR-497-5p","RP11-467L20.9"
"1330","miR-497-5p","RP11-361F15.2"
"1331","miR-497-5p","DCP1A"
"1332","miR-497-5p","AC016629.8"
"1333","miR-497-5p","CTC-444N24.11"
"1334","miR-497-5p","RP11-27I1.2"
"1335","miR-497-5p","XXbac-B461K10.4"
"1336","miR-497-5p","LINC00339"
"1337","miR-497-5p","MCM3AP-AS1"
"1338","miR-497-5p","RP5-1180C10.2"
"1339","miR-497-5p","RP11-277L2.2"
"1340","miR-497-5p","RP11-60I3.5"
"1341","miR-497-5p","RP11-21N3.1"
"1342","miR-497-5p","GS1-358P8.4"
"1343","miR-497-5p","SNHG12"
"1344","miR-497-5p","CTB-89H12.4"
"1345","miR-497-5p","SPPL2B"
"1346","miR-497-5p","SNHG1"
"1347","miR-497-5p","NUTM2A-AS1"
"1348","miR-497-5p","RP11-474P12.5"
"1349","miR-497-5p","SEMA3B"
"1350","miR-497-5p","PDXDC2P"
"1351","miR-497-5p","RP11-923I11.1"
"1352","miR-497-5p","RP6-24A23.7"
"1353","miR-497-5p","LINC00649"
"1354","miR-497-5p","RP11-690G19.3"
"1355","miR-497-5p","RP11-383J24.5"
"1356","miR-497-5p","RP3-486L4.3"
"1357","miR-497-5p","RP11-773D16.1"
"1358","miR-497-5p","RP4-773N10.5"
"1359","miR-497-5p","LINC00662"
"1360","miR-497-5p","LL22NC03-N27C7.1"
"1361","miR-497-5p","RP11-18A3.4"
"1362","miR-497-5p","XXbac-BPG32J3.20"
"1363","miR-497-5p","RP11-216F19.2"
"1364","miR-497-5p","FGD5-AS1"
"1365","miR-324-5p","RP11-197N18.2"
"1366","miR-324-5p","RNU12"
"1367","miR-324-5p","XIST"
"1368","miR-324-5p","NEAT1"
"1369","miR-324-5p","RP11-186B7.4"
"1370","miR-33b-5p","CTC-444N24.11"
"1371","miR-33b-5p","RP11-793H13.8"
"1372","miR-33b-5p","RP6-24A23.7"
"1373","miR-33b-5p","MCF2L-AS1"
"1374","miR-33b-5p","CTA-204B4.6"
"1375","miR-451a","SENP3-EIF4A1"
"1376","miR-451a","SNHG15"
"1377","miR-144-3p","LINC00657"
"1378","miR-144-3p","ZNF761"
"1379","miR-144-3p","XIST"
"1380","miR-144-3p","SDCBP2-AS1"
"1381","miR-144-3p","LINC00476"
"1382","miR-144-3p","MIR4732"
"1383","miR-144-3p","RP11-552M11.4"
"1384","miR-144-3p","hsa-mir-6080"
"1385","miR-144-3p","GS1-251I9.4"
"1386","miR-144-3p","RP11-553L6.5"
"1387","miR-144-3p","RP6-24A23.7"
"1388","miR-144-3p","RP11-77H9.2"
"1389","miR-144-3p","RP11-384O8.1"
"1390","miR-144-3p","LINC00662"
"1391","miR-144-3p","MALAT1"
"1392","miR-144-3p","HCG11"
"1393","miR-193a-3p","POLDIP2"
"1394","miR-193a-3p","XIST"
"1395","miR-193a-3p","CTC-228N24.3"
"1396","miR-193a-3p","RP1-59M18.2"
"1397","miR-193a-3p","CTD-2630F21.1"
"1398","miR-193a-3p","AC018766.4"
"1399","miR-193a-3p","NEAT1"
"1400","miR-193a-3p","LIMD1-AS1"
"1401","miR-193a-3p","SNHG7"
"1402","miR-193a-3p","RP11-732M18.3"
"1403","miR-4725-5p","POLDIP2"
"1404","miR-4725-5p","RP3-410C9.1"
"1405","miR-4725-5p","KCNQ1OT1"
"1406","miR-4725-5p","NEAT1"
"1407","miR-4725-5p","RP11-473M20.16"
"1408","miR-152-3p","XIST"
"1409","miR-152-3p","RP11-656D10.3"
"1410","miR-152-3p","CTC-503J8.6"
"1411","miR-152-3p","DCP1A"
"1412","miR-152-3p","RP11-46A10.5"
"1413","miR-152-3p","RP11-84C13.1"
"1414","miR-152-3p","NUTM2A-AS1"
"1415","miR-152-3p","RP11-977G19.5"
"1416","miR-152-3p","HOTAIR"
"1417","miR-152-3p","RP1-5O6.6"
"1418","miR-152-3p","CTA-204B4.6"
"1419","miR-152-3p","HCG18"
"1420","miR-152-3p","RP11-773D16.1"
"1421","miR-152-3p","LINC00667"
"1422","miR-152-3p","RP11-216F19.2"
"1423","miR-10a-5p","XIST"
"1424","miR-10a-5p","RP3-410C9.1"
"1425","miR-10a-5p","NEAT1"
"1426","miR-142-3p","RP11-283C24.1"
"1427","miR-142-3p","TUG1"
"1428","miR-142-3p","MIR4732"
"1429","miR-142-3p","RP11-158H5.7"
"1430","miR-142-3p","SCAMP1"
"1431","miR-142-3p","RP11-446H18.3"
"1432","miR-142-3p","MALAT1"
"1433","miR-142-3p","ZNF518A"
"1434","miR-142-3p","FGD5-AS1"
"1435","miR-454-3p","RP11-290D2.4"
"1436","miR-454-3p","LINC00116"
"1437","miR-454-3p","XIST"
"1438","miR-454-3p","AC084219.4"
"1439","miR-454-3p","RP11-656D10.3"
"1440","miR-454-3p","RP11-197P3.5"
"1441","miR-454-3p","MAP3K14"
"1442","miR-454-3p","RP11-361F15.2"
"1443","miR-454-3p","RP11-363E7.4"
"1444","miR-454-3p","CTB-92J24.2"
"1445","miR-454-3p","RP11-84C13.1"
"1446","miR-454-3p","HOXD-AS1"
"1447","miR-454-3p","RP1-178F10.3"
"1448","miR-454-3p","CTA-204B4.6"
"1449","miR-454-3p","PRKCQ-AS1"
"1450","miR-454-3p","CTC-281B15.1"
"1451","miR-454-3p","LINC00667"
"1452","miR-454-3p","CTD-2369P2.2"
"1453","miR-454-3p","MIR17HG"
"1454","miR-301a-3p","RP11-290D2.4"
"1455","miR-301a-3p","LINC00116"
"1456","miR-301a-3p","XIST"
"1457","miR-301a-3p","AC084219.4"
"1458","miR-301a-3p","RP11-656D10.3"
"1459","miR-301a-3p","RP11-197P3.5"
"1460","miR-301a-3p","MAP3K14"
"1461","miR-301a-3p","RP11-361F15.2"
"1462","miR-301a-3p","RP11-363E7.4"
"1463","miR-301a-3p","CTB-92J24.2"
"1464","miR-301a-3p","RP11-84C13.1"
"1465","miR-301a-3p","HOXD-AS1"
"1466","miR-301a-3p","RP1-178F10.3"
"1467","miR-301a-3p","CTA-204B4.6"
"1468","miR-301a-3p","PRKCQ-AS1"
"1469","miR-301a-3p","CTC-281B15.1"
"1470","miR-301a-3p","LINC00667"
"1471","miR-301a-3p","CTD-2369P2.2"
"1472","miR-301a-3p","MIR17HG"
"1473","miR-21-5p","XIST"
"1474","miR-21-5p","RP11-282O18.3"
"1475","miR-21-5p","AC000120.7"
"1476","miR-21-5p","RP11-834C11.4"
"1477","miR-21-5p","C11orf95"
"1478","miR-21-5p","SNHG1"
"1479","miR-21-5p","GS1-251I9.4"
"1480","miR-338-3p","OIP5-AS1"
"1481","miR-338-3p","XIST"
"1482","miR-338-3p","SDCBP2-AS1"
"1483","miR-338-3p","SPPL2B"
"1484","miR-338-3p","RP1-5O6.6"
"1485","miR-338-3p","MALAT1"
"1486","miR-338-3p","XXbac-BPG32J3.20"
"1487","miR-320c","OIP5-AS1"
"1488","miR-320c","XIST"
"1489","miR-320c","AC093323.3"
"1490","miR-320c","DCP1A"
"1491","miR-320c","NEAT1"
"1492","miR-320c","hsa-mir-146a"
"1493","miR-320c","hsa-mir-6080"
"1494","miR-320c","DYX1C1-CCPG1"
"1495","miR-320c","SNHG12"
"1496","miR-320c","CTA-204B4.6"
"1497","miR-320c","HCG18"
"1498","miR-320c","MALAT1"
"1499","miR-320c","FGD5-AS1"
"1500","miR-133a-3p","RP11-834C11.4"
"1501","miR-133a-3p","RP11-186B7.4"
"1502","miR-133a-3p","PPP1R9B"
"1503","miR-1","HNRNPU-AS1"
"1504","miR-1","SENP3-EIF4A1"
"1505","miR-1","RP11-498C9.15"
"1506","miR-1","COX10-AS1"
"1507","miR-1","RP11-46A10.5"
"1508","miR-1","RP11-331F9.10"
"1509","miR-1","SEC22B"
"1510","miR-1","CTA-204B4.6"
"1511","miR-1","CWC15"
"1512","miR-1","MALAT1"
"1513","miR-4319","HNRNPU-AS1"
"1514","miR-4319","RP11-29G8.3"
"1515","miR-4319","XIST"
"1516","miR-4319","NEAT1"
"1517","miR-4319","CTC-338M12.2"
"1518","miR-4319","RP11-473M20.16"
"1519","miR-122-5p","MIR3179-1"
"1520","miR-122-5p","XIST"
"1521","miR-122-5p","AC084219.4"
"1522","miR-122-5p","RP11-518L10.2"
"1523","miR-122-5p","hsa-mir-10a"
"1524","miR-122-5p","SNHG7"
"1525","miR-122-5p","MIR3179-2"
"1526","miR-24-3p","RP13-507I23.1"
"1527","miR-24-3p","KCNQ1OT1"
"1528","miR-24-3p","AC005307.3"
"1529","miR-24-3p","RP11-395G23.3"
"1530","miR-24-3p","MCM3AP-AS1"
"1531","miR-24-3p","SNORD57"
"1532","miR-24-3p","RP11-220I1.1"
"1533","miR-24-3p","RP4-671G15.3"
"1534","miR-24-3p","LINC00662"
"1535","miR-24-3p","NEFL"
"1536","miR-27a-3p","XIST"
"1537","miR-27a-3p","AC084219.4"
"1538","miR-27a-3p","SDCBP2-AS1"
"1539","miR-27a-3p","AC079767.2"
"1540","miR-27a-3p","TP73-AS1"
"1541","miR-27a-3p","RP11-834C11.4"
