"","miRNA","lncRNA"
"1542","miR-27a-3p","RP11-361F15.2"
"1543","miR-27a-3p","DCP1A"
"1544","miR-27a-3p","NEAT1"
"1545","miR-27a-3p","RP1-39G22.7"
"1546","miR-27a-3p","RP11-1134I14.8"
"1547","miR-27a-3p","RP6-24A23.7"
"1548","miR-27a-3p","RP11-384O8.1"
"1549","miR-23a-3p","SNHG16"
"1550","miR-23a-3p","RNU12"
"1551","miR-23a-3p","RP11-170L3.8"
"1552","miR-23a-3p","ZNF761"
"1553","miR-23a-3p","XIST"
"1554","miR-23a-3p","RP4-785G19.5"
"1555","miR-23a-3p","AC000120.7"
"1556","miR-23a-3p","RP1-265C24.9"
"1557","miR-23a-3p","CTB-92J24.2"
"1558","miR-23a-3p","CTD-2538C1.2"
"1559","miR-23a-3p","RP1-178F10.3"
"1560","miR-23a-3p","ZNF718"
"1561","miR-23a-3p","CTA-204B4.6"
"1562","miR-23a-3p","RP4-773N10.5"
"1563","miR-23a-3p","MALAT1"
"1564","miR-23a-3p","NEFL"
"1565","miR-23a-3p","ZNF518A"
"1566","miR-181c-5p","RP11-170L3.8"
"1567","miR-181c-5p","XIST"
"1568","miR-181c-5p","RP4-785G19.5"
"1569","miR-181c-5p","AC079767.2"
"1570","miR-181c-5p","ZNF883"
"1571","miR-181c-5p","RP11-315C6.3"
"1572","miR-181c-5p","RP1-265C24.9"
"1573","miR-181c-5p","RP11-615I2.7"
"1574","miR-181c-5p","RP11-361F15.2"
"1575","miR-181c-5p","NEAT1"
"1576","miR-181c-5p","CTD-2538C1.2"
"1577","miR-181c-5p","CTB-89H12.4"
"1578","miR-181c-5p","RP11-478C19.2"
"1579","miR-181c-5p","RP1-178F10.3"
"1580","miR-181c-5p","CTA-204B4.6"
"1581","miR-181c-5p","AC005943.5"
"1582","miR-181c-5p","CROCCP2"
"1583","miR-181c-5p","RP11-480D4.3"
"1584","miR-181c-5p","SNHG7"
"1585","miR-181c-5p","MALAT1"
"1586","miR-181c-5p","LINC00667"
"1587","miR-181c-5p","RP11-216F19.2"
"1588","miR-181d-5p","RP11-170L3.8"
"1589","miR-181d-5p","XIST"
"1590","miR-181d-5p","RP4-785G19.5"
"1591","miR-181d-5p","AC079767.2"
"1592","miR-181d-5p","ZNF883"
"1593","miR-181d-5p","RP11-315C6.3"
"1594","miR-181d-5p","RP1-265C24.9"
"1595","miR-181d-5p","RP11-615I2.7"
"1596","miR-181d-5p","RP11-361F15.2"
"1597","miR-181d-5p","NEAT1"
"1598","miR-181d-5p","CTD-2538C1.2"
"1599","miR-181d-5p","CTB-89H12.4"
"1600","miR-181d-5p","RP11-478C19.2"
"1601","miR-181d-5p","RP1-178F10.3"
"1602","miR-181d-5p","CTA-204B4.6"
"1603","miR-181d-5p","AC005943.5"
"1604","miR-181d-5p","CROCCP2"
"1605","miR-181d-5p","RP11-480D4.3"
"1606","miR-181d-5p","SNHG7"
"1607","miR-181d-5p","MALAT1"
"1608","miR-181d-5p","LINC00667"
"1609","miR-181d-5p","RP11-216F19.2"
"1610","miR-330-5p","RP11-104H15.7"
"1611","miR-330-5p","AC096579.7"
"1612","miR-330-5p","XIST"
"1613","miR-330-5p","RPPH1"
"1614","miR-330-5p","RP13-507I23.1"
"1615","miR-330-5p","SNHG1"
"1616","miR-330-5p","C17orf76-AS1"
"1617","miR-330-5p","RP11-186B7.4"
"1618","miR-330-5p","NEFL"
"1619","miR-150-5p","XIST"
"1620","miR-150-5p","RP11-656D10.3"
"1621","miR-150-5p","RP6-24A23.7"
"1622","miR-150-5p","CTA-204B4.6"
"1623","miR-150-5p","MALAT1"
"1624","miR-99b-5p","RP11-169K16.9"
"1625","let-7e-5p","AC074117.10"
"1626","let-7e-5p","SNHG16"
"1627","let-7e-5p","XIST"
"1628","let-7e-5p","MAL2"
"1629","let-7e-5p","RP11-834C11.4"
"1630","let-7e-5p","CASP8AP2"
"1631","let-7e-5p","KCNQ1OT1"
"1632","let-7e-5p","XXbac-BPG300A18.13"
"1633","let-7e-5p","NUTM2A-AS1"
"1634","let-7e-5p","RP11-819C21.1"
"1635","let-7e-5p","LINC00665"
"1636","let-7e-5p","CTA-204B4.6"
"1637","let-7e-5p","RP11-473I1.10"
"1638","let-7e-5p","ZNF518A"
"1639","let-7e-5p","UBXN8"
"1640","miR-125a-5p","HNRNPU-AS1"
"1641","miR-125a-5p","RP11-29G8.3"
"1642","miR-125a-5p","XIST"
"1643","miR-125a-5p","NEAT1"
"1644","miR-125a-5p","CTC-338M12.2"
"1645","miR-125a-5p","RP11-473M20.16"
"1646","miR-125a-5p","RP11-77H9.2"
"1647","miR-125a-3p","LINC00657"
"1648","miR-125a-3p","RP11-158I13.2"
"1649","miR-125a-3p","CTC-444N24.11"
"1650","miR-125a-3p","RP5-1180C10.2"
"1651","miR-125a-3p","MALAT1"
"1652","miR-520e","SNHG16"
"1653","miR-520e","XIST"
"1654","miR-520e","MIR4720"
"1655","miR-520e","RP11-145M9.4"
"1656","miR-520e","RP11-379K17.11"
"1657","miR-520e","RP11-498C9.15"
"1658","miR-520e","MAP3K14"
"1659","miR-520e","RP11-315C6.3"
"1660","miR-520e","CASP8AP2"
"1661","miR-520e","C11orf95"
"1662","miR-520e","RP11-156E6.1"
"1663","miR-520e","CTC-444N24.11"
"1664","miR-520e","hsa-mir-6080"
"1665","miR-520e","GS1-358P8.4"
"1666","miR-520e","RP5-1024G6.8"
"1667","miR-520e","CTA-204B4.6"
"1668","miR-520e","HCG18"
"1669","miR-520e","RP4-773N10.5"
"1670","miR-520e","ZNF518A"
"1671","miR-520e","FGD5-AS1"
"1672","miR-520e","MIR17HG"
"1673","miR-520a-3p","SNHG16"
"1674","miR-520a-3p","XIST"
"1675","miR-520a-3p","MIR4720"
"1676","miR-520a-3p","RP11-145M9.4"
"1677","miR-520a-3p","RP11-379K17.11"
"1678","miR-520a-3p","RP11-498C9.15"
"1679","miR-520a-3p","MAP3K14"
"1680","miR-520a-3p","RP11-315C6.3"
"1681","miR-520a-3p","CASP8AP2"
"1682","miR-520a-3p","C11orf95"
"1683","miR-520a-3p","RP11-156E6.1"
"1684","miR-520a-3p","CTC-444N24.11"
"1685","miR-520a-3p","hsa-mir-6080"
"1686","miR-520a-3p","GS1-358P8.4"
"1687","miR-520a-3p","RP5-1024G6.8"
"1688","miR-520a-3p","CTA-204B4.6"
"1689","miR-520a-3p","HCG18"
"1690","miR-520a-3p","RP4-773N10.5"
"1691","miR-520a-3p","RP5-1172N10.3"
"1692","miR-520a-3p","ZNF518A"
"1693","miR-520a-3p","FGD5-AS1"
"1694","miR-520a-3p","MIR17HG"
"1695","miR-520b","SNHG16"
"1696","miR-520b","XIST"
"1697","miR-520b","MIR4720"
"1698","miR-520b","RP11-145M9.4"
"1699","miR-520b","RP11-379K17.11"
"1700","miR-520b","RP11-498C9.15"
"1701","miR-520b","MAP3K14"
"1702","miR-520b","RP11-315C6.3"
"1703","miR-520b","CASP8AP2"
"1704","miR-520b","C11orf95"
"1705","miR-520b","RP11-156E6.1"
"1706","miR-520b","CTC-444N24.11"
"1707","miR-520b","hsa-mir-6080"
"1708","miR-520b","GS1-358P8.4"
"1709","miR-520b","RP5-1024G6.8"
"1710","miR-520b","CTA-204B4.6"
"1711","miR-520b","HCG18"
"1712","miR-520b","RP4-773N10.5"
"1713","miR-520b","ZNF518A"
"1714","miR-520b","FGD5-AS1"
"1715","miR-520b","MIR17HG"
"1716","miR-520c-3p","SNHG16"
"1717","miR-520c-3p","XIST"
"1718","miR-520c-3p","MIR4720"
"1719","miR-520c-3p","RP11-145M9.4"
"1720","miR-520c-3p","RP11-379K17.11"
"1721","miR-520c-3p","RP11-498C9.15"
"1722","miR-520c-3p","MAP3K14"
"1723","miR-520c-3p","RP11-315C6.3"
"1724","miR-520c-3p","CASP8AP2"
"1725","miR-520c-3p","C11orf95"
"1726","miR-520c-3p","RP11-156E6.1"
"1727","miR-520c-3p","CTC-444N24.11"
"1728","miR-520c-3p","hsa-mir-6080"
"1729","miR-520c-3p","GS1-358P8.4"
"1730","miR-520c-3p","RP5-1024G6.8"
"1731","miR-520c-3p","CTA-204B4.6"
"1732","miR-520c-3p","HCG18"
"1733","miR-520c-3p","RP4-773N10.5"
"1734","miR-520c-3p","RP11-96D1.6"
"1735","miR-520c-3p","RP5-1172N10.3"
"1736","miR-520c-3p","ZNF518A"
"1737","miR-520c-3p","FGD5-AS1"
"1738","miR-520c-3p","MIR17HG"
"1739","miR-519d-3p","LINC00116"
"1740","miR-519d-3p","RP11-50E11.3"
"1741","miR-519d-3p","SNHG16"
"1742","miR-519d-3p","RP11-29G8.3"
"1743","miR-519d-3p","XIST"
"1744","miR-519d-3p","H19"
"1745","miR-519d-3p","MIR4720"
"1746","miR-519d-3p","AC084219.4"
"1747","miR-519d-3p","RP11-145M9.4"
"1748","miR-519d-3p","EPB41L4A-AS1"
"1749","miR-519d-3p","ZNRD1-AS1"
"1750","miR-519d-3p","RP11-379K17.11"
"1751","miR-519d-3p","MAP3K14"
"1752","miR-519d-3p","RP11-315C6.3"
"1753","miR-519d-3p","C11orf95"
"1754","miR-519d-3p","RP11-361F15.2"
"1755","miR-519d-3p","CTC-444N24.11"
"1756","miR-519d-3p","RP11-363E7.4"
"1757","miR-519d-3p","RP11-226L15.5"
"1758","miR-519d-3p","hsa-mir-6080"
"1759","miR-519d-3p","GS1-358P8.4"
"1760","miR-519d-3p","RP11-44F14.11"
"1761","miR-519d-3p","CTB-89H12.4"
"1762","miR-519d-3p","HOXD-AS1"
"1763","miR-519d-3p","HOTAIR"
"1764","miR-519d-3p","RP5-1024G6.8"
"1765","miR-519d-3p","ZNF718"
"1766","miR-519d-3p","CTA-204B4.6"
"1767","miR-519d-3p","RP11-973H7.2"
"1768","miR-519d-3p","HCG18"
"1769","miR-519d-3p","RP4-773N10.5"
"1770","miR-519d-3p","CTC-281B15.1"
"1771","miR-519d-3p","MALAT1"
"1772","miR-519d-3p","ZNF518A"
"1773","miR-519d-3p","FGD5-AS1"
"1774","miR-520d-3p","SNHG16"
"1775","miR-520d-3p","XIST"
"1776","miR-520d-3p","MIR4720"
"1777","miR-520d-3p","RP11-145M9.4"
"1778","miR-520d-3p","RP11-379K17.11"
"1779","miR-520d-3p","RP11-498C9.15"
"1780","miR-520d-3p","MAP3K14"
"1781","miR-520d-3p","RP11-315C6.3"
"1782","miR-520d-3p","CASP8AP2"
"1783","miR-520d-3p","C11orf95"
"1784","miR-520d-3p","RP11-156E6.1"
"1785","miR-520d-3p","CTC-444N24.11"
"1786","miR-520d-3p","hsa-mir-6080"
"1787","miR-520d-3p","GS1-358P8.4"
"1788","miR-520d-3p","RP5-1024G6.8"
"1789","miR-520d-3p","CTA-204B4.6"
"1790","miR-520d-3p","HCG18"
"1791","miR-520d-3p","RP4-773N10.5"
"1792","miR-520d-3p","RP11-96D1.6"
"1793","miR-520d-3p","RP5-1172N10.3"
"1794","miR-520d-3p","ZNF518A"
"1795","miR-520d-3p","FGD5-AS1"
"1796","miR-520d-3p","MIR17HG"
"1797","miR-371a-5p","XIST"
"1798","miR-371a-5p","RP11-145M9.4"
"1799","miR-371a-5p","DCP1A"
"1800","miR-371a-5p","NEAT1"
"1801","miR-371a-5p","SNHG15"
"1802","miR-372-3p","SNHG16"
"1803","miR-372-3p","XIST"
"1804","miR-372-3p","MIR4720"
"1805","miR-372-3p","RP11-145M9.4"
"1806","miR-372-3p","RP11-379K17.11"
"1807","miR-372-3p","RP11-498C9.15"
"1808","miR-372-3p","MAP3K14"
"1809","miR-372-3p","RP11-315C6.3"
"1810","miR-372-3p","CASP8AP2"
"1811","miR-372-3p","C11orf95"
"1812","miR-372-3p","RP11-156E6.1"
"1813","miR-372-3p","CTC-444N24.11"
"1814","miR-372-3p","CTB-92J24.2"
"1815","miR-372-3p","hsa-mir-6080"
"1816","miR-372-3p","GS1-358P8.4"
"1817","miR-372-3p","RP5-1024G6.8"
"1818","miR-372-3p","CTA-204B4.6"
"1819","miR-372-3p","HCG18"
"1820","miR-372-3p","RP4-773N10.5"
"1821","miR-372-3p","RP11-96D1.6"
"1822","miR-372-3p","ZNF518A"
"1823","miR-372-3p","FGD5-AS1"
"1824","miR-372-3p","MIR17HG"
"1825","miR-373-3p","SNHG16"
"1826","miR-373-3p","XIST"
"1827","miR-373-3p","MIR4720"
"1828","miR-373-3p","RP11-145M9.4"
"1829","miR-373-3p","RP11-379K17.11"
"1830","miR-373-3p","RP11-498C9.15"
"1831","miR-373-3p","MAP3K14"
"1832","miR-373-3p","RP11-315C6.3"
"1833","miR-373-3p","CASP8AP2"
"1834","miR-373-3p","C11orf95"
"1835","miR-373-3p","RP11-156E6.1"
"1836","miR-373-3p","CTC-444N24.11"
"1837","miR-373-3p","hsa-mir-6080"
"1838","miR-373-3p","GS1-358P8.4"
"1839","miR-373-3p","RP5-1024G6.8"
"1840","miR-373-3p","CTA-204B4.6"
"1841","miR-373-3p","HCG18"
"1842","miR-373-3p","RP4-773N10.5"
"1843","miR-373-3p","RP5-1172N10.3"
"1844","miR-373-3p","ZNF518A"
"1845","miR-373-3p","FGD5-AS1"
"1846","miR-373-3p","MIR17HG"
"1847","miR-4429","OIP5-AS1"
"1848","miR-4429","XIST"
"1849","miR-4429","AC093323.3"
"1850","miR-4429","DCP1A"
"1851","miR-4429","NEAT1"
"1852","miR-4429","hsa-mir-146a"
"1853","miR-4429","hsa-mir-6080"
"1854","miR-4429","DYX1C1-CCPG1"
"1855","miR-4429","SNHG12"
"1856","miR-4429","CTA-204B4.6"
"1857","miR-4429","HCG18"
"1858","miR-4429","MALAT1"
"1859","miR-4429","FGD5-AS1"
"1860","miR-4262","RP11-170L3.8"
"1861","miR-4262","XIST"
"1862","miR-4262","RP4-785G19.5"
"1863","miR-4262","AC079767.2"
"1864","miR-4262","ZNF883"
"1865","miR-4262","RP11-315C6.3"
"1866","miR-4262","RP1-265C24.9"
"1867","miR-4262","RP11-615I2.7"
"1868","miR-4262","RP11-361F15.2"
"1869","miR-4262","NEAT1"
"1870","miR-4262","CTD-2538C1.2"
"1871","miR-4262","CTB-89H12.4"
"1872","miR-4262","RP11-478C19.2"
"1873","miR-4262","RP1-178F10.3"
"1874","miR-4262","CTA-204B4.6"
"1875","miR-4262","AC005943.5"
"1876","miR-4262","CROCCP2"
"1877","miR-4262","RP11-480D4.3"
"1878","miR-4262","SNHG7"
"1879","miR-4262","MALAT1"
"1880","miR-4262","LINC00667"
"1881","miR-4262","RP11-216F19.2"
"1882","miR-217","XIST"
"1883","miR-217","RP11-473I1.9"
"1884","miR-217","SCAMP1"
"1885","miR-217","C17orf76-AS1"
"1886","miR-217","HOTAIR"
"1887","miR-217","MALAT1"
"1888","miR-217","ZNF518A"
"1889","miR-216a-5p","LINC00657"
"1890","miR-216a-5p","OIP5-AS1"
"1891","miR-216a-5p","SNHG16"
"1892","miR-216a-5p","XIST"
"1893","miR-216a-5p","RP11-283C24.1"
"1894","miR-216a-5p","AC000120.7"
"1895","miR-216a-5p","RP1-265C24.9"
"1896","miR-216a-5p","SNHG5"
"1897","miR-216a-5p","RP11-473M20.16"
"1898","miR-216a-5p","CTB-89H12.4"
"1899","miR-216a-5p","CROCCP2"
"1900","miR-216a-5p","MALAT1"
"1901","miR-216a-5p","NEFL"
"1902","miR-216a-5p","PPP1R9B"
"1903","miR-216b-5p","RP11-392M18.5"
"1904","miR-216b-5p","OIP5-AS1"
"1905","miR-216b-5p","H19"
"1906","miR-216b-5p","CTC-228N24.3"
"1907","miR-216b-5p","RP11-73E17.2"
"1908","miR-216b-5p","RP1-37E16.12"
"1909","miR-216b-5p","SNHG7"
"1910","miR-216b-5p","MALAT1"
"1911","miR-216b-5p","RNU11"
"1912","miR-4782-3p","XIST"
"1913","miR-4782-3p","SENP3-EIF4A1"
"1914","miR-4782-3p","TUG1"
"1915","miR-4782-3p","CTD-2540L5.5"
"1916","miR-4782-3p","LINC00339"
"1917","miR-4782-3p","RP6-24A23.7"
"1918","miR-128-3p","SNHG16"
"1919","miR-128-3p","RP11-325K4.3"
"1920","miR-128-3p","AC084219.4"
"1921","miR-128-3p","TP73-AS1"
"1922","miR-128-3p","MIR497HG"
"1923","miR-128-3p","DCP1A"
"1924","miR-128-3p","CTB-89H12.4"
"1925","miR-128-3p","hsa-mir-210"
"1926","miR-128-3p","RP6-24A23.7"
"1927","miR-128-3p","CTA-204B4.6"
"1928","miR-10b-5p","XIST"
"1929","miR-10b-5p","RP3-410C9.1"
"1930","miR-10b-5p","NEAT1"
"1931","miR-26b-5p","LINC00657"
"1932","miR-26b-5p","RP11-105N13.4"
"1933","miR-26b-5p","HNRNPU-AS1"
"1934","miR-26b-5p","MIR4720"
"1935","miR-26b-5p","RP11-282O18.3"
"1936","miR-26b-5p","LINC00205"
"1937","miR-26b-5p","GAS5"
"1938","miR-26b-5p","AC005082.12"
"1939","miR-26b-5p","hsa-mir-6080"
"1940","miR-26b-5p","XXbac-B461K10.4"
"1941","miR-26b-5p","CTD-2555O16.2"
"1942","miR-26b-5p","SCAMP1"
"1943","miR-26b-5p","RP6-24A23.7"
"1944","miR-26b-5p","ZNF718"
"1945","miR-26b-5p","LINC00240"
"1946","miR-26b-5p","CWC15"
"1947","miR-26b-5p","MALAT1"
"1948","miR-26b-5p","NEFL"
"1949","miR-26b-5p","RP5-1172N10.3"
"1950","miR-26b-5p","HCG11"
"1951","miR-26b-5p","SNHG6"
"1952","miR-153-3p","OIP5-AS1"
"1953","miR-153-3p","XIST"
"1954","miR-153-3p","TUG1"
"1955","miR-153-3p","DCP1A"
"1956","miR-153-3p","CTB-89H12.4"
"1957","miR-153-3p","RP13-49I15.5"
"1958","miR-153-3p","SNHG15"
"1959","miR-153-3p","CTA-204B4.6"
"1960","miR-153-3p","RP11-20G6.3"
"1961","miR-153-3p","hsa-mir-133a-1"
"1962","miR-153-3p","ZNF518A"
"1963","miR-153-3p","MIR17HG"
"1964","miR-149-5p","POLDIP2"
"1965","miR-149-5p","XIST"
"1966","miR-149-5p","CTC-503J8.6"
"1967","miR-149-5p","C17orf76-AS1"
"1968","miR-149-5p","MALAT1"
"1969","miR-149-5p","NEFL"
"1970","miR-103a-3p","RP11-102F4.3"
"1971","miR-103a-3p","XIST"
"1972","miR-103a-3p","H19"
"1973","miR-103a-3p","SENP3-EIF4A1"
"1974","miR-103a-3p","C14orf169"
"1975","miR-103a-3p","AC084219.4"
"1976","miR-103a-3p","RP11-361F15.2"
"1977","miR-103a-3p","LINC00152"
"1978","miR-103a-3p","DCP1A"
"1979","miR-103a-3p","TTC28-AS1"
"1980","miR-103a-3p","NEAT1"
"1981","miR-103a-3p","AC016747.3"
"1982","miR-103a-3p","RP11-21N3.1"
"1983","miR-103a-3p","PTCHD3P1"
"1984","miR-103a-3p","RP11-446H18.3"
"1985","miR-103a-3p","RP11-923I11.1"
"1986","miR-103a-3p","RP6-24A23.7"
"1987","miR-103a-3p","CTC-273B12.6"
"1988","miR-103a-3p","CTA-204B4.6"
"1989","miR-103a-3p","RP11-473I1.10"
"1990","miR-103a-3p","RP11-383J24.5"
"1991","miR-103a-3p","RP3-486L4.3"
"1992","miR-103a-3p","LINC00662"
"1993","miR-103a-3p","FGD5-AS1"
"1994","miR-103a-3p","AD000090.2"
"1995","miR-499a-5p","RP11-29G8.3"
"1996","miR-499a-5p","XIST"
"1997","miR-499a-5p","RP11-622K12.1"
"1998","miR-499a-5p","NEAT1"
"1999","miR-499a-5p","hsa-mir-744"
"2000","miR-499a-5p","MALAT1"
"2001","miR-499a-5p","HCG11"
"2002","miR-499a-5p","FGD5-AS1"
"2003","miR-296-3p","LINC00657"
"2004","miR-296-3p","RP11-170L3.8"
"2005","miR-296-3p","XIST"
"2006","miR-296-3p","CTC-444N24.11"
"2007","miR-296-3p","RP11-21N3.1"
"2008","miR-124-3p","MIR3179-1"
"2009","miR-124-3p","XIST"
"2010","miR-124-3p","RP11-379K17.4"
"2011","miR-124-3p","KCNQ1OT1"
"2012","miR-124-3p","NEAT1"
"2013","miR-124-3p","RP11-373L8.2"
"2014","miR-124-3p","CTA-204B4.6"
"2015","miR-124-3p","LINC00240"
"2016","miR-124-3p","MALAT1"
"2017","miR-124-3p","MIR3179-2"
"2018","miR-124-3p","AD000090.2"
"2019","miR-99a-5p","RP11-169K16.9"
"2020","let-7c-5p","AC074117.10"
"2021","let-7c-5p","SNHG16"
"2022","let-7c-5p","XIST"
"2023","let-7c-5p","MAL2"
"2024","let-7c-5p","RP11-834C11.4"
"2025","let-7c-5p","CASP8AP2"
"2026","let-7c-5p","KCNQ1OT1"
"2027","let-7c-5p","XXbac-BPG300A18.13"
"2028","let-7c-5p","NUTM2A-AS1"
"2029","let-7c-5p","RP11-819C21.1"
"2030","let-7c-5p","LINC00665"
"2031","let-7c-5p","CTA-204B4.6"
"2032","let-7c-5p","RP11-473I1.10"
"2033","let-7c-5p","ZNF518A"
"2034","let-7c-5p","UBXN8"
"2035","miR-155-5p","LINC00657"
"2036","miR-155-5p","HNRNPU-AS1"
"2037","miR-155-5p","MIR155HG"
"2038","miR-155-5p","OIP5-AS1"
"2039","miR-155-5p","CTBP1-AS1"
"2040","miR-155-5p","XIST"
"2041","miR-155-5p","AC015849.16"
"2042","miR-155-5p","RP11-379K17.11"
"2043","miR-155-5p","MAP3K14"
"2044","miR-155-5p","RP5-886K2.3"
"2045","miR-155-5p","RP11-158K1.3"
"2046","miR-155-5p","RP4-798A10.2"
"2047","miR-155-5p","CTB-89H12.4"
"2048","miR-155-5p","CTA-217C2.1"
"2049","miR-155-5p","LINC00240"
"2050","miR-155-5p","RP11-218M22.1"
"2051","miR-155-5p","MALAT1"
"2052","miR-155-5p","MIR17HG"
"2053","miR-185-5p","POLDIP2"
"2054","miR-185-5p","RP11-67A1.2"
"2055","miR-185-5p","XIST"
"2056","miR-185-5p","AC084219.4"
"2057","miR-185-5p","RP11-379K17.4"
"2058","miR-185-5p","CTC-503J8.6"
"2059","miR-185-5p","RP11-473I1.9"
"2060","miR-185-5p","SNORD3B-1"
"2061","miR-185-5p","AC005082.12"
"2062","miR-185-5p","RP11-160E2.6"
"2063","miR-185-5p","SNORD3B-2"
"2064","miR-185-5p","SNORD3A"
"2065","miR-185-5p","SNORD3C"
"2066","miR-185-5p","MALAT1"
"2067","miR-185-5p","NEFL"
"2068","miR-301b","RP11-290D2.4"
"2069","miR-301b","LINC00116"
"2070","miR-301b","XIST"
"2071","miR-301b","AC084219.4"
"2072","miR-301b","RP11-656D10.3"
"2073","miR-301b","RP11-197P3.5"
"2074","miR-301b","MAP3K14"
"2075","miR-301b","RP11-361F15.2"
"2076","miR-301b","RP11-363E7.4"
"2077","miR-301b","CTB-92J24.2"
"2078","miR-301b","RP11-84C13.1"
"2079","miR-301b","HOXD-AS1"
"2080","miR-301b","RP1-178F10.3"
"2081","miR-301b","CTA-204B4.6"
"2082","miR-301b","PRKCQ-AS1"
"2083","miR-301b","CTC-281B15.1"
"2084","miR-301b","LINC00667"
"2085","miR-301b","CTD-2369P2.2"
"2086","miR-301b","MIR17HG"
"2087","miR-130b-3p","RP11-290D2.4"
"2088","miR-130b-3p","LINC00116"
"2089","miR-130b-3p","XIST"
"2090","miR-130b-3p","AC084219.4"
"2091","miR-130b-3p","RP11-656D10.3"
"2092","miR-130b-3p","RP11-197P3.5"
"2093","miR-130b-3p","MAP3K14"
"2094","miR-130b-3p","RP11-361F15.2"
"2095","miR-130b-3p","RP11-363E7.4"
"2096","miR-130b-3p","CTB-92J24.2"
"2097","miR-130b-3p","RP11-84C13.1"
"2098","miR-130b-3p","HOXD-AS1"
"2099","miR-130b-3p","RP1-178F10.3"
"2100","miR-130b-3p","CTA-204B4.6"
"2101","miR-130b-3p","PRKCQ-AS1"
"2102","miR-130b-3p","CTC-281B15.1"
"2103","miR-130b-3p","LINC00667"
"2104","miR-130b-3p","CTD-2369P2.2"
"2105","miR-130b-3p","MIR17HG"
"2106","miR-33a-5p","CTC-444N24.11"
"2107","miR-33a-5p","RP11-793H13.8"
"2108","miR-33a-5p","RP6-24A23.7"
"2109","miR-33a-5p","MCF2L-AS1"
"2110","miR-33a-5p","CTA-204B4.6"
"2111","miR-378i","OIP5-AS1"
"2112","miR-378i","FBXL19-AS1"
"2113","miR-378i","MALAT1"
"2114","miR-378i","RP4-622L5.2"
"2115","miR-3619-5p","AC002331.1"
"2116","miR-3619-5p","AC096579.7"
"2117","miR-3619-5p","XIST"
"2118","miR-3619-5p","EPB41L4A-AS1"
"2119","miR-3619-5p","RP11-379K17.4"
"2120","miR-3619-5p","ZNRD1-AS1"
"2121","miR-3619-5p","AC113189.5"
"2122","miR-3619-5p","RP11-467L20.9"
"2123","miR-3619-5p","LINC00339"
"2124","miR-3619-5p","NUTM2A-AS1"
"2125","miR-3619-5p","SEMA3B"
"2126","miR-3619-5p","RP1-5O6.6"
"2127","miR-3619-5p","RP11-773D16.1"
"2128","miR-3619-5p","RP4-773N10.5"
"2129","miR-3619-5p","PPP1R9B"
"2130","let-7b-5p","AC074117.10"
"2131","let-7b-5p","SNHG16"
"2132","let-7b-5p","XIST"
"2133","let-7b-5p","MAL2"
"2134","let-7b-5p","RP11-834C11.4"
"2135","let-7b-5p","CASP8AP2"
"2136","let-7b-5p","KCNQ1OT1"
"2137","let-7b-5p","XXbac-BPG300A18.13"
"2138","let-7b-5p","NUTM2A-AS1"
"2139","let-7b-5p","RP11-819C21.1"
"2140","let-7b-5p","LINC00665"
"2141","let-7b-5p","CTA-204B4.6"
"2142","let-7b-5p","RP11-473I1.10"
"2143","let-7b-5p","ZNF518A"
"2144","let-7b-5p","UBXN8"
"2145","miR-378b","OIP5-AS1"
"2146","miR-378b","FBXL19-AS1"
"2147","miR-378b","MALAT1"
"2148","miR-378b","RP4-622L5.2"
"2149","miR-425-5p","XIST"
"2150","miR-425-5p","CTC-228N24.3"
"2151","miR-425-5p","MAL2"
"2152","miR-425-5p","NEAT1"
"2153","miR-425-5p","MCM3AP-AS1"
"2154","miR-425-5p","RP11-1134I14.8"
"2155","miR-425-5p","SCAMP1"
"2156","miR-425-5p","SETD5-AS1"
"2157","miR-425-5p","RP4-773N10.5"
"2158","miR-425-5p","LINC00662"
"2159","miR-425-5p","SNHG7"
"2160","miR-425-5p","RP11-342K6.1"
"2161","miR-425-5p","AC009299.3"
"2162","miR-425-5p","MALAT1"
"2163","miR-425-5p","RP11-216F19.2"
"2164","miR-191-5p","XIST"
"2165","miR-191-5p","COX10-AS1"
"2166","miR-191-5p","PTCHD3P1"
"2167","miR-191-5p","CTA-204B4.6"
"2168","let-7g-5p","AC074117.10"
"2169","let-7g-5p","SNHG16"
"2170","let-7g-5p","XIST"
"2171","let-7g-5p","MAL2"
"2172","let-7g-5p","RP11-834C11.4"
"2173","let-7g-5p","CASP8AP2"
"2174","let-7g-5p","KCNQ1OT1"
"2175","let-7g-5p","XXbac-BPG300A18.13"
"2176","let-7g-5p","NUTM2A-AS1"
"2177","let-7g-5p","RP11-819C21.1"
"2178","let-7g-5p","LINC00665"
"2179","let-7g-5p","CTA-204B4.6"
"2180","let-7g-5p","RP11-473I1.10"
"2181","let-7g-5p","ZNF518A"
"2182","let-7g-5p","UBXN8"
"2183","miR-15b-5p","SNHG16"
"2184","miR-15b-5p","XIST"
"2185","miR-15b-5p","RP11-549J18.1"
"2186","miR-15b-5p","SENP3-EIF4A1"
"2187","miR-15b-5p","CTC-228N24.3"
"2188","miR-15b-5p","AC084219.4"
"2189","miR-15b-5p","LINC00094"
"2190","miR-15b-5p","RP11-403I13.4"
"2191","miR-15b-5p","ZNRD1-AS1"
"2192","miR-15b-5p","RP11-379K17.11"
"2193","miR-15b-5p","AP000721.4"
"2194","miR-15b-5p","AC113189.5"
